id,estado,evidencia_textual,refuerzo_pico,nota_contexto
INTROA-PRO-06,CONFIRMADO,"""All strains were genetically linked... a broader geographic distribution beyond positive sampling sites must be considered"" (eurosurv-30-3-1/Bottcher_2025, p.2)","""ES is conducted in at least 23 of the 53 countries within the WHO European Region"" (eurosurv-30-3-1/Bottcher_2025, p.6)","Bottcher reporta cVDPV2 en cinco paises europeos en 2024 con cepas ligadas que implican circulacion mas amplia; el dato de 23/53 paises contextualiza la cobertura de ES. Respalda la idea."
INTROA-PRO-07,CONFIRMADO,"""RSV disease can become severe, particularly for infants and immunocompromised or elderly individuals"" ... ""Given the similarities in presentation between COVID-19 and RSV, the challenge in [distinguishing them]"" (hughes-2022, p.1)","""Such savings were associated with earlier detection of increased community-based RSV activity through WEM, leading to earlier initiation of prophylaxis and therefore extension of the protective window to capture infants"" (Mercier_2025, p.360)","Hughes sostiene la alta carga en vulnerables y la clinica confundible; Mercier confirma que el monitoreo ambiental adelanta la deteccion de la actividad comunitaria de RSV. Respalda la idea."
INTROA-PRO-08,CONFIRMADO,"""immersed for 24 hours once a week in the incoming wastewater at the Quitumbe WWTP, where the flow rate is 75 L/s""; ""the N1 and N2 genes were detected in all""; ""the JN.1 lineage was first detected in wastewater, preceding its appearance in clinical samples"" (00331348-MejiaCalle_2024, pp.32,51)","""As observed globally, the JN.1 lineage was first detected in wastewater, preceding its appearance in clinical samples by several months. The same phenomenon occurred in our study in Ecuador"" (00331348-MejiaCalle_2024, p.51)","La tesis local de Mejia-Calle confirma muestreo pasivo 24h semanal, deteccion de N1/N2 en todas las muestras y JN.1 detectado en aguas antes que en la clinica en Quitumbe. Respalda la idea."
INTROA-PRO-09,CONFIRMADO,"Sims titulo/objetivo: ""Future perspectives of Wastewater-Based Epidemiology: Monitoring infectious disease spread and resistance to the community level"" (sims-2020, p.1); Parkins: ""we provide a state-of-the-art review of the field of WBS"" (parkins-2023, p.2)","""Wastewater-based epidemiology (WBE) is a rapidly expanding approach that utilizes the concentration of target drugs... typically from centralized wastewater treatment plants (WWTPs) to back-calculate the community consumption rates"" (Subedi_2019, p.10)","Sims situa la EBAR a escala comunitaria y Parkins la consolida como revision del estado del arte tras la pandemia; Subedi la ancla en las PTAR centralizadas. Respalda la idea."
INTROB-VBAR-01,CONFIRMADO,"""Achieving samples that are representative of the population under study requires an understanding of what factors contribute to the wastewater being collected"" ... ""can be separately assessed in large municipalities to provide granular data on the populations that comprise these sub-catchments"" (parkins-2023, p.5-6)","""The selection of the wastewater treatment plants was done to ensure the aggregate area covered by the sewersheds at each site did not over-bound the cities they would represent"" (Subedi_2019, p.139)","Parkins liga la representatividad poblacional al punto de muestreo y al sub-catchment; Subedi confirma que el sitio define el area/poblacion representada. Respalda la idea."
INTROB-VBAR-02,CONFIRMADO,"""ES complements clinical acute flaccid paralysis (AFP) surveillance for possible polio cases. ES detects poliovirus circulation in environmental sewage and is used to monitor transmission in communities"" (asghar-2014, p.1)","""poliovirus can circulate undetected for long periods of time in countries using inactivated polio vaccine... such as Israel, where widespread circulation of wild type 1 virus... in the absence of reported paralytic cases, was identified through environmental surveillance in 2013"" (PIIS0140673622018049/Klapsa_2022, p.1532)","Asghar establece la ES como complemento de la vigilancia de PFA; Klapsa muestra que detecta circulacion silenciosa sin casos paraliticos (Israel). Respalda la idea."
INTROB-VBAR-03,CONFIRMADO,"""This was largely due to the dominance of bacterial material in the extracted nucleic acids from wastewater samples used in this study and the abundance of bacteriophages and plant pathogenic viruses in the viral fraction, a pattern that is common in other metagenomic studies of sewage"" (child-2023, p.10)","""in order to increase the relative abundance of SARS-CoV-2 RNA... and to remove and mitigate inhibitory substances"" (parkins-2023, p.4)","Child documenta que el material viral queda dominado por lo bacteriano y por fagos/virus vegetales, dificultando la secuenciacion; Parkins describe la matriz diluida con inhibidores. Respalda la idea."
INTROB-VBAR-04,CONFIRMADO,"""Wastewater-measured SARS-CoV-2 can be adjusted based on a number of extrinsic factors (i.e., [dilution and] flow rates) and intrinsic factors (i.e., normalization for fecal biomarkers)"" ... ""dilution water (e.g., clean water discharges, rain and snow meltwater, and groundwater)"" (parkins-2023, p.4)","""A critical consideration in WBE are wastewater flow rates which are key to account for due to the wide variations in influent flows (e.g. wet weather causing dilution)"" (sims-2020, p.4)","Parkins enumera factores extrinsecos (caudal, dilucion) e intrinsecos (biomarcadores fecales) que modulan la concentracion; Sims confirma la dilucion por clima humedo. Respalda la idea."
INTROB-VBAR-05,CORREGIDO,"""PMMoV is highly abundant in human stool and wastewater globally and is used here as an internal recovery and fecal strength control for the wastewater samples"" (hughes-2022, p.3)","""PMMoV is an indigenous wastewater virus which corrects for differences in virus recovery and is of dietary origin which controls for differences in wastewater fecal strength"" (respiratory-virus-season.../Chan_2025, p.986)","Hughes respalda el uso de PMMoV como control interno de recuperacion y fuerza fecal, pero NO describe su origen vegetal ni la ruta dietetica; ese descriptor ('virus de plantas / a traves de los alimentos') procede de Chan_2025 (en repo). Corregir: atribuir el origen vegetal/dietetico a Chan_2025 junto a Hughes."
INTROB-VBAR-06,CONFIRMADO,"""copies/mL), theoretically allowing for trends to be analyzed quantitatively"" ... ""reflect accurate trends over time, comparing values between different wastewater"" (parkins-2023, p.4-6)","""WBE postulates that through the analysis of population pooled wastewater, infectious disease and resistance spread, the emergence of new disease outbreak to the community level can be monitored comprehensively and in real-time"" (sims-2020, p.1)","Parkins interpreta los datos de aguas como tendencias cuantitativas comparables en el tiempo, no como recuento de casos; Sims lo enmarca como monitoreo poblacional. Respalda la idea."
INTROB-IMP-01,CONFIRMADO,"""First proposed in 2001, WBE has been growing as a comprehensive, near real-time, cost-effective, and complementary approach"" ... ""using municipal sewage information as a nonintrusive tool for the determination of the community-level rates of drug consumption was introduced by Daughton in 2001"" (subedi-2019, pp.10,~13)","""First proposed in 2001, WBE has been growing as a comprehensive, near real-time, cost-effective, and complementary approach for determining the prevalence of the substance use in a community"" (Subedi_2019, p.10)","Subedi atribuye a Daughton (2001) la propuesta de la WBE como herramienta no intrusiva del uso comunitario a partir del alcantarillado. Respalda la idea."
INTROB-IMP-02,CONFIRMADO,"""Poliovirus has been monitored in Israel using sewers since 1989"" (subedi-2019, p.13)","""WPV transmission has been documented in Israel, where the ES system has been used since 1988 as an early warning system to detect imported WPV"" (asghar-2014, p.2)","Subedi afirma textualmente el monitoreo de poliovirus en el alcantarillado de Israel desde 1989; Asghar corrobora la vigilancia ambiental israeli (data 1988 como sistema de alerta). Respalda la idea; existe leve discrepancia de ano entre fuentes (Subedi 1989 vs Asghar 1988)."
INTROB-IMP-03,CORREGIDO,"""Poliovirus has been monitored in Israel using sewers since 1989. Other studies have detected viruses and pathogenic bacteria, including salmonella, coxiella, parechovirus, norovirus, astrovirus, hepatitis, and most recently Ebola virus"" (subedi-2019, p.13)","(misma fuente) Subedi_2019, p.13 enumera parechovirus, norovirus, astrovirus, hepatitis y Ebola tras el monitoreo en Israel desde 1989","La fuente lista 'parechovirus', NO 'enterovirus' como afirma la idea de la tesis. Corregir el termino: la cita literal respalda parechovirus, norovirus, astrovirus, hepatitis y Ebola."
INTROB-IMP-04,CONFIRMADO,"""The results from clinics are often from a very small proportion of the population who are ill and hence not representative of the population as a whole, as many people can be carriers of a disease... and not experience symptoms (asymptomatic in case of diseases)"" ... ""WBE could aid in providing this population-wide information"" (sims-2020, p.9)","""Campus monitoring confirmed that WBS-measured SARS-CoV-2 correlates with clinical cases, identifies asymptomatic infections that would not otherwise be observed"" (parkins-2023, p.29)","Sims contrasta la fraccion enferma de la clinica con la senal poblacional de la WBE que capta a asintomaticos; Parkins confirma la identificacion de infecciones asintomaticas. Respalda la idea."
INTROB-IMP-05,CONFIRMADO,"""WBE has been used to gain insight into community infection rates of non-enveloped viruses including poliovirus, norovirus, and hepatitis A, which are excreted in stool... Widespread implementation of WBE since the beginning of the COVID-19 pandemic shows strong associations between SARS-CoV-2 RNA in wastewater"" (hughes-2022, p.173)","""a targeted enrichment panel (132 viruses) revealed trends for influenza, RSV, and coronaviruses that confirmed [clinical patterns]"" (parkins-2023, p.~ aplicaciones)","La idea (excrecion fecal de enterovirus extendida a virus respiratorios) se sostiene: Hughes cita poliovirus/norovirus/hepatitis A de excrecion fecal y su extension a SARS-CoV-2; Parkins confirma la deteccion de influenza, RSV y coronavirus. Respalda la idea."
INTROB-IMP-06,CONFIRMADO,"""First confirmed detection of SARS-CoV-2 in untreated wastewater in Australia: A proof of concept for the wastewater surveillance of COVID-19 in the community"" ... ""we have shown that SARS-CoV-2 RNA can be detected in untreated wastewater in Australia"" (ahmed-2020, pp.1,~9)","""we have shown that SARS-CoV-2 RNA can be detected in untreated wastewater in Australia"" (ahmed-2020, p.~9)","Ahmed es la primera deteccion confirmada de SARS-CoV-2 en aguas residuales no tratadas en Australia (prueba de concepto). Respalda la idea."
INTROB-IMP-07,CITA_NO_HALLADA,"(sin PDF de Medema_2020 en Recursos/fuentes/; no se pudo extraer verbatim de la fuente primaria)","""Some of these assays, especially CDC N1, N2 and N3, and E_Sarbeco have been used to detect SARS-CoV-2 in wastewater samples from the Netherlands (Medema et al., 2020)"" (ahmed-2020, p.7)","El PDF de Medema_2020 no esta en el repositorio, por lo que no hay verbatim de la fuente primaria. El hecho (deteccion de ARN de SARS-CoV-2 en aguas de Paises Bajos por Medema) queda corroborado por atribucion en Ahmed_2020 (p.7). Recomendable conseguir el PDF de Medema o citar via Ahmed."
INTROB-IMP-08,CONFIRMADO,"""monitor the occurrence and spread of SARS-CoV-2 from three wastewater treatment plants (WWTP) and six [neighbourhoods]"" ... ""We observed a strong correlation between wastewater N1 signals and new daily cases for all WWTPs"" (Acosta_2022, pp.1,5)","""We observed a strong correlation between wastewater N1 signals and new daily cases for all WWTPs when analyzed individually"" (Acosta_2022, p.5)","Acosta monitorea 3 PTAR y 6 barrios en Calgary durante un ano y halla correlaciones fuertes entre N1/N2 y los casos. Respalda la idea."
INTROB-IMP-09,CONFIRMADO,"""Wastewater surveillance (both positive rates and viral loads) showed strongest correlation with daily new COVID-19 cases at 22-24 days lag (Spearman's Rho = 0.85-1.00)"" (Sangsanont_2022, p.1)","""Wastewater surveillance (both positive rates and viral loads) showed strongest correlation with daily new COVID-19 cases at 22-24 days lag (Spearman's Rho = 0.85-1.00)"" (Sangsanont_2022, p.1)","Sangsanont reporta en Bangkok la correlacion mas fuerte con casos nuevos a 22-24 dias de rezago, actuando como indicador adelantado en contexto de ingresos medios. Respalda la idea."
INTROB-MP-01,CONFIRMADO,"""Passive sampling for SARS-CoV-2 RNA, which generally employs simple adsorption media (e.g., a classic Moore swab, using cotton, gauze, or tampons), is often less expensive and simpler to use"" (parkins-2023, p.10)","""a passive sampling approach was implemented, consisting of using devices placed directly in the water flow for an extended period to collect a representative sample... without the need for active intervention or frequent collection"" (00331348-MejiaCalle_2024, p.10)","Parkins describe el muestreo pasivo con medios de adsorcion simples (Moore swab: algodon, gasa, tampones), mas barato y sin equipos automaticos; Mejia-Calle confirma el dispositivo dejado en el flujo. Respalda la idea."
INTROB-MP-02,CONFIRMADO,"""In both experiments, RNA concentrations were higher in the solid fraction than the liquid fraction by approximately 3-4 orders of magnitude. Partition coefficients (KF) ranged from 2000-270,000 mL g-1 across viruses and temperature conditions"" (roldan-hernandez-2023, p.13346)","""RNA concentrations were higher in the solid fraction than the liquid fraction by approximately 3-4 orders of magnitude. Partition coefficients (KF) ranged from 2000-270,000 mL g-1"" (RoldanHernandez_2023, p.13346)","Roldan-Hernandez confirma que el ARN se concentra 3-4 ordenes de magnitud mas en solidos que en liquido, con KF 2000-270000 mL/g. Respalda la idea (nota: la fuente usa el simbolo KF, no Kp)."
INTROB-MP-03,CONFIRMADO,"""A torpedo-type passive sampling device containing a nylon membrane, gauze, [cotton swabs]"" ... ""equipped with a nylon membrane (0.45 um pore size), gauze, cotton swabs, and a metal rod to ensure that it remained fully submerged"" (00331348-MejiaCalle_2024, pp.~28,30)","""The device was equipped with a nylon membrane (0.45 um pore size), gauze, cotton swabs, and a metal rod to ensure that it remained fully submerged in the wastewater"" (00331348-MejiaCalle_2024, p.30)","Mejia-Calle describe el dispositivo pasivo tipo torpedo impreso en 3D con membrana de nailon 0,45 um, gasa e hisopos de algodon, sumergido en el influente de Quitumbe. Respalda la idea."
INTROB-MP-04,CONFIRMADO,"""serves 11 neighborhoods in the Metropolitan District of Quito"" ... ""immersed for 24 hours once a week in the incoming wastewater at the Quitumbe WWTP, where the flow rate is 75 L/s... resulting in a total of 47 samples"" (00331348-MejiaCalle_2024, p.32)","""The samplers were immersed for 24 hours once a week in the incoming wastewater at the Quitumbe WWTP, where the flow rate is 75 L/s... resulting in a total of 47 samples throughout the study"" (00331348-MejiaCalle_2024, p.32)","Mejia-Calle confirma 11 barrios del DMQ, muestreo semanal de 24h, 47 muestras y caudal de 75 L/s en la PTAR Quitumbe. Respalda la idea."
INTROB-MP-05,CONFIRMADO,"""due to the low concentrations obtained from the individual samples, it was decided to pool the samples collected on the same date"" ... ""[a lineage] was not detected in wastewater due to primer switching"" (00331348-MejiaCalle_2024, pp.33,~) ","""However, due to the low concentrations obtained from the individual samples, it was decided to pool the samples collected on the same date, for later the final RNA concentration analysis"" (00331348-MejiaCalle_2024, p.33)","Mejia-Calle indica que la baja concentracion viral obligo a combinar los componentes (gasa, membrana, hisopo) y que un linaje no se detecto por primer switching. Respalda la idea."
