id,estado,evidencia_textual,refuerzo_pico,nota_contexto
DIS-LIN-06,CONFIRMADO,"""distributed as 814 for 2020, 4,018 for 2021, 5,102 for 2022, 1,796 for 2023, and 744 for 2024"" (bruno-2025, p.4)","""variants lineages like 22F, 23A, and 23I (JN.1), the latest dominant along 2024"" (Bruno_2025, p.4)","Bruno confirma la caida a 744 genomas en 2024 y que la serie termina en 2024 con JN.1 (23I) dominante; no cubre 2025. Respalda la idea."
DIS-LIN-07,CONFIRMADO,"""[unique ability] to monitor an entire population (irrespective of symptoms or the ability to access clinical testing)"" (parkins-2023, p.2)","""variants not yet observed in local clinical sequencing efforts"" (Crits_Christoph_2021, p.2)","Parkins sostiene que el WBS monitorea a toda la poblacion sin depender del acceso a testeo clinico; Crits muestra que las aguas revelan variantes aun no observadas en la clinica local. Respaldan la idea del registro genomico local sin referente clinico."
DIS-ENT-01,CONFIRMADO,"""at least 30% of concentrated sewage from grab samples and at least 10% of traps should reveal non-polio enterovirus"" (Bubba_2023/microorganisms-11-02496, p.2)","""WHO protocols suggest that at least 10-30% of samples should reveal non-polio enteroviruses"" (OReilly_2020/S2666524720301002, p.1)","O'Reilly atribuye explicitamente a protocolos de la OMS el rango 10-30%; Bubba desglosa >=30% en muestras concentradas (grab) y >=10% en trampas. Ambos respaldan la idea y la atribucion a la OMS."
DIS-ENT-02,CONFIRMADO,"""long-term experience shows that WWS systems that use concentrated grab samples more frequently detect polioviruses and non-polio enteroviruses"" (microorganisms-14-00861/Rozanec, p.10)","""the sensitivity of WWS is reduced. The lower sensitivity of the WWS system means that a higher number of infected individuals is required to detect poliovirus in a wastewater sample"" (Rozanec_2026, p.9)","Rozanec indica que el muestreo pasivo/por trampas tiene menor sensibilidad que las muestras concentradas por grab, lo que respalda que 2/22 (9%) por debajo del 10% refleja el menor rendimiento del muestreo pasivo."
DIS-ENT-03,CONFIRMADO,"""[NPEV isolation] found in Lahore in the absence of AFP cases, which allowed the program to continue the inclusion of vaccination efforts to stop silent WPV transmission"" (asghar-2014, p.4)","""[can assist in identifying residual transmission among those who are] asymptomatically infected and not showing clinical signs of paralysis"" (Asghar_2014, p.2)","Asghar documenta que la vigilancia ambiental detecta transmision (poliovirus/enterovirus) en ausencia de casos de PFA/AFP, es decir en asintomaticos que la vigilancia clinica no registra. Respalda la idea."
DIS-ENT-04,FUERA_DE_CONTEXTO,"CORRECCION: Zurbriggen NO respalda 'ausencia'. ""A total of 20 out of 174 (11.5%) wastewater samples were positive... and resulted in recovery of 62 poliovirus strains"" en un pais con IPV (zurbriggen-2008, p.abstract/234). Fuente valida para 'ausencia de poliovirus SALVAJE': ""Of these, 1062 were PVs, WPVs were not found"" (viruses-14-01599/Kissova, p.4)","""Of these, 1062 were PVs, WPVs were not found"" (Kissova_2022, p.4)","Zurbriggen (Suiza, pais con IPV) titula precisamente 'Isolation of Sabin-Like Polioviruses from Wastewater' y aislo 62 poliovirus Sabin-like; contradice frontalmente 'ausencia de poliovirus'. Lo unico sostenible es 'ausencia de poliovirus SALVAJE (WPV)', que respalda Kissova (Eslovaquia: aislo PVs pero WPV no hallado). Reatribuir y reformular a 'ausencia de WPV'."
DIS-ENT-05,CORREGIDO,"""Pair-wise analysis of the VP1 region revealed 99.4% identity with other environmental VDPV2 isolates sequenced from UK London sewage (OP410366.1) and 99.0% identity with the clinical isolate from New York State, USA-NY-22 (OP265178.1)"" (s41598-025-92912-x/Seo, p.3)","""No clinical cases of poliomyelitis... supports a travel-related shedding event without community transmission"" (Seo_2025, p.1)","El 99.4% de identidad en VP1 es respecto a los aislados ambientales de Londres, NO respecto al caso de Nueva York; frente a Nueva York la identidad fue 99.0%. La idea invierte la atribucion de la cifra y debe corregirse. Lo demas (sin poliomielitis, evento de excrecion por viajero) si se confirma (p.1)."
DIS-ENT-06,CONFIRMADO,"""Culture isolation of these two samples (re-purposed COVID-19 specimens) was attempted but were unsuccessful. Concurrently, PCR amplification directly from the wastewater specimen followed by sequencing of the VP1 region using Nanopore and Sanger resulted in successful sequencing"" (s41598-025-92912-x/Seo, p.5)","""great promise for environmental surveillance applications uses nested PCR followed by Nanopore sequencing"" (Seo_2025, p.2)","Seo confirma que el cultivo no rindio y que la PCR (anidada) directa desde la muestra seguida de Nanopore/Sanger recupero la secuencia de VP1. Respalda la idea."
DIS-ENT-07,CONFIRMADO,"""To distinguish vaccine-related from wild-type polioviruses... The gene coding for capsid VP1"" (PIIS0140673622018049/Klapsa, p.1532)","""[isolates] meet the criterion for a vaccine-derived poliovirus, having six to ten nucleotide changes in the gene coding for VP1 capsid protein"" (Klapsa_2022, p.1)","Klapsa establece que la secuenciacion del gen VP1 es lo que distingue cepas derivadas de vacuna de las salvajes (criterio por numero de cambios nucleotidicos en VP1). Respalda la idea."
DIS-RSV-01,CONFIRMADO,"""Complete genomes (coverages > 90%) were resolved from 118 of 122 (97%) samples with a viral load of > 10,000 copies/mL... and from none with < 1,000 copies/mL"" (s41598-025-20371-5/Le, p.4/abstract)","""whole genomes (>90% coverage) were obtained from 98% of samples with > 10,000 copies/mL... and from none with < 1,000 copies/mL"" (Le_2025, abstract)","Le muestra que los genomas completos de RSV solo se recuperan con cargas altas (>10,000 copias/mL) y ninguno por debajo de 1,000 copias/mL. Respalda la idea."
DIS-RSV-02,CONFIRMADO,"""Recovery efficiencies for both free IV and RSV RNA were 60% in sludge, and 75% and 71% respectively in wastewater, whereas the values for IV and RSV RNA in lentiviral particles were 16% and 10% in sludge and 21% and 17% in wastewater"" (S0048969724007757/Toribio, abstract)","""The recovery of free RNA of both viruses surpassed that of particles"" (ToribioAvedillo_2024, p.7)","Toribio cuantifica que la recuperacion de ARN de RSV cae de 71% (ARN libre/desnudo) a 17% (particula tipo lentiviral empaquetada) en aguas residuales. Respalda la idea (RSV envuelto: menor recuperacion del ARN empaquetado)."
DIS-RSV-03,CONFIRMADO,"""4.5% (IVB), 32.6% (RSV-A) and 2.4% (RSV-B)"" (s41598-025-13998-x/Geissler, abstract); ""24 h composite samples from eight wastewater treatment plants (WWTP) in southeast[ern] Germany"" (p.abstract)","""procedure optimization, virus enrichment and RNA extraction methods were found to be of relevance"" (Geissler_2025, abstract)","Geissler reporta deteccion de RSV-A 32.6% vs RSV-B 2.4% en 8 PTAR del sureste de Alemania y que los metodos de concentracion/extraccion son determinantes. Cifras y contexto respaldan la idea."
DIS-RSV-04,CONFIRMADO,"""its concentration in settled solids is strongly associated (Kendall's tau = 0.65-0.77, p < 10-7) with clinical positivity rates for RSV"" (Hughes/settled-solids, p.1/abstract)","""tau = 0.77, p < 10-10 for RWF; tau = 0.65, p < 10-7 for [SVCW]"" (Hughes_2022, p.9)","Hughes cuantifica RSV en solidos sedimentados y correlaciona fuertemente su concentracion con la positividad clinica (Kendall tau 0.65-0.77). La asociacion RSV-aguas/comunidad proviene de la cuantificacion, no de la secuenciacion, respaldando la idea."
DIS-CONS-01,CONFIRMADO,"""observed CT values were relatively late, likely due to viral RNA fragmentation in the samples"" (00331348-MejiaCalle, p.40); dispositivo de muestreo pasivo tipo torpedo con membrana de nylon (p.5/207)","""procedure optimization, virus enrichment and RNA extraction methods were found to be of relevance"" (Geissler_2025, abstract)","MejiaCalle (muestreo pasivo, PTAR Quito) atribuye los Cq tardios a la fragmentacion del ARN y usa un dispositivo torpedo para mejorar la recuperacion; Geissler confirma que enriquecimiento/extraccion son determinantes. Respaldan que el rendimiento dependio de la integridad del ARN y la eficiencia de recuperacion."
