id,estado,evidencia_textual,refuerzo_pico,nota_contexto
MET-AMP-01,CORREGIDO,"""adapted to allow near-full genome coverage from sewage samples, starting from ~5% to reach ~90% at depth 30"" (Barbe_2022, p.1); ""Tiled-PCR sequencing led to further improvements in genome coverage compared to hybrid capture... in wastewater samples"" (Child_2023, p.1)","Crits_Christoph_2021 debe RETIRARSE como respaldo del enfoque ARTIC/amplicones: el paper uso secuenciacion metatranscriptomica con enriquecimiento por captura de oligonucleotidos (panel Illumina), no ARTIC, y ademas CONTRADICE la cobertura casi completa a baja carga: ""Only samples with RT-qPCR CT values <33 (~25 genome copies/ml) yielded complete consensus genomes"" (Crits_Christoph_2021, p.3)","Barbe respalda ARTIC adaptado a aguas residuales con cobertura casi completa (~90% a profundidad 30), pero evaluo cargas moderadas, no muy bajas; Child respalda que el metodo dirigido (tiled-PCR) supera al metagenomico/hibridacion a bajas concentraciones. Crits-Christoph esta mal atribuido y contradice 'cobertura casi completa a baja carga': se corrige eliminandolo del set de citas."
MET-POLIO-01,CONFIRMADO,"""We present a nested PCR and nanopore sequencing protocol that allows rapid (<3 days) and sensitive direct detection and sequencing of polioviruses in stool and environmental samples"" (Shaw_2020, p.1)","""(DDNS) of a nested VP1 PCR product direct from stool samples, observing a sensitivity of 88% to 99% across serotypes when compared to cell culture"" (Shaw_2022, p.2)","Shaw_2020 describe integramente el metodo (PCR anidada + nanopore de VP1); el acronimo 'DDNS' no aparece literalmente en Shaw_2020 pero si en Shaw_2022, que lo nombra y valida (sensibilidad 88-99%). Contexto respalda la idea. Shaw_2022_protocol apunta al mismo PDF de Shaw_2020 en el mapa (posible duplicado)."
MET-POLIO-02,CONFIRMADO,"""Sequencing the complete viral protein 1 (VP1) capsid coding region, as well as intratypic differentiation (ITD), identified 3 Sabin type 1, 13 Sabin type 2, and 4 Sabin type 3 strains... VDPVs are defined as viruses with a 1 to 15% nucleotide sequence difference within the VP1 region"" (Zurbriggen_2008, p.1); ""the genetic sequences of polioviruses isolated from ES are compared with those of isolates from clinical cases to evaluate the relationships"" (Asghar_2014, abstract)","""Sequencing the complete viral protein 1 (VP1) capsid coding region, as well as intratypic differentiation (ITD), identified 3 Sabin type 1, 13 Sabin type 2, and 4 Sabin type 3 strains."" (Zurbriggen_2008, p.1)","Zurbriggen respalda VP1 para caracterizar/diferenciar cepas (Sabin-like/VDPV por % de divergencia). Asghar usa VP1 para filogenia y relaciones geneticas entre aislados ambientales y clinicos, pero no enuncia explicitamente que VP1 diferencie las tres categorias Sabin/salvaje/derivado: esa triada es sintesis del autor. Contexto respalda VP1 como diana de referencia."
MET-POLIO-03,CONFIRMADO,"""capsid RT-PCR with Cre-R and 5=NCR primers in an RT-PCR, followed by pan-PV PCR"" (Shaw_2020, p.6)","""amplification of the enterovirus capsid region by RT-PCR with pan-enterovirus (pan-EV) primers, followed by a second PCR using pan-poliovirus (pan-PV) primers Q8/Y7"" (Shaw_2020, p.6)","Arita_2015 (cebadores pan-enterovirus 5'NTR/Cre) NO esta en el repositorio, pero el contenido esta respaldado verbatim por Shaw_2020, tambien citado en la seccion: primera ronda pan-EV con primers Cre-R y 5'NCR. Contexto correcto."
MET-POLIO-04,CONFIRMADO,"""a second PCR using pan-poliovirus (pan-PV) primers Q8/Y7... we sought to reduce the time and cost for nanopore sequencing library preparation by modifying these primers with either the addition of a barcode adaptor (VP1-BCA) or barcode (VP1-barcode) to allow immediate multiplexing of samples"" (Shaw_2020, p.3)","""we sought to reduce the time and cost for nanopore sequencing library preparation by modifying these primers with either the addition of a barcode adaptor (VP1-BCA) or barcode (VP1-barcode) to allow immediate multiplexing"" (Shaw_2020, p.3)","Kilpatrick_2011 (Y7) y Yang_1991 (Q8) NO estan en el repositorio, pero los nombres Q8/Y7 y la modificacion con codigos de barras para multiplexado estan respaldados verbatim por Shaw_2020, tambien citado aqui. Contexto respalda la segunda ronda VP1 con codigos de barras."
MET-POLIO-05,CONFIRMADO,"""New VDPV2 outbreaks were confirmed a median of 35 days (27-60) after paralysis onset, which we estimate could be reduced to 16 days by DDNS (9-37)"" (Shaw_2022, p.1)","""We present a nested PCR and nanopore sequencing protocol that allows rapid (<3 days) and sensitive direct detection and sequencing of polioviruses in stool and environmental samples."" (Shaw_2020, p.1)","La reduccion de tiempos frente al aislamiento en cultivo esta bien respaldada (35 a ~16 dias con DDNS; el cultivo toma 2-3 semanas segun Shaw_2020). El descriptor 'adecuado para vigilancia ambiental con baja deteccion clinica' no es el marco de Shaw_2022 (centrado en confirmacion de brotes de VDPV2 a partir de heces/AFP): es extension del autor, pero el nucleo verificable (reduccion de tiempos) esta en contexto."
MET-RSV-01,CONFIRMADO,"""an integrated whole genome RSV amplification, sequencing and bioinformatics analysis method... 39 overlapping amplicons... Whole genomes (>90% coverage) were obtained from 98% of samples with >10,000 copies/mL, from 3/14 samples with 1,000-10,000 copies/mL, and from none with <1,000 copies/mL"" (Le_2025, p.1)","""we developed a short amplicon RSV sequencing protocol using nanopore sequencing that is effective for both patient samples as well as wastewater surveillance."" (Le_2025, p.2)","Le desarrolla y valida un metodo de genoma completo de RSV por amplicones solapados y nanopore, efectivo para muestras clinicas y de aguas residuales, con recuperacion dependiente de la carga viral. Respalda plenamente la idea."
MET-RSV-02,CONFIRMADO,"""to create our own reference panel consisting of 10 RSV-A and 10 RSV-B references... the use of an incorrect RSV subtype as a reference in the ARTIC pipeline significantly reduced read mapping efficiency... usage of the wrong reference sequence leads to read alignment coverage dropouts"" (Le_2025, p.3)","""evident that the use of an incorrect RSV subtype as a reference in the ARTIC pipeline significantly reduced read"" (Le_2025, p.3)","Le muestra que un panel con referencias RSV-A y RSV-B y la seleccion correcta de subtipo evita caidas de cobertura por mapeo con referencia equivocada. Respalda la inclusion de cebadores para ambos subgrupos y el uso de referencias adecuadas."
MET-ELEC-01,CONFIRMADO,,"""for successful amplification by agarose gel electrophoresis. PCR products for samples"" (Child_2023, p.15)","Paso procedimental (visualizacion de amplicones en gel de agarosa). NEB_2021 es protocolo de fabricante y Barbe_2022 acompana como referencia del flujo ARTIC; el pico de Child_2023 confirma verbatim la verificacion por electroforesis en gel de agarosa como control pre-secuenciacion."
MET-ELEC-02,CONFIRMADO,"""High genome coverage breadth was obtained for SARS-CoV-2 across all samples with tiled-PCR amplification, which was significantly correlated with the Ct values from RT-qPCR"" (Child_2023, p.6); ""untargeted shotgun sequencing was unsuitable for genomic monitoring of the low virus concentrations in wastewater samples analyzed in this study"" (Child_2023, p.1)","""untargeted shotgun sequencing was unsuitable for genomic monitoring of the low virus concentrations in wastewater samples analyzed in this study."" (Child_2023, p.1)","Child muestra que la cobertura genomica se correlaciona con el Ct (menor carga, menor recuperacion) y que el enfoque no dirigido es inadecuado a bajas concentraciones. Respalda descartar/reprocesar muestras con Cq tardio o amplificacion insuficiente."
MET-BIBL-01,CONFIRMADO,,"""library preparation (addition of a purification step between the end-preparation and the barcoding reactions, adaptation of elution volumes to maximize recovery)"" (Barbe_2022, p.4)","Pasos de preparacion de bibliotecas ONT (end-repair, dA-tailing, barcoding nativo, limpieza AMPure). ONT_2025 es protocolo de fabricante; el pico de Barbe_2022 confirma verbatim el flujo de amplicones con purificacion entre end-prep y barcoding."
MET-BIBL-02,CONFIRMADO,,"""Devices capable of yielding higher throughputs than the MinION device, namely the GridION and the PromethION, are also available on the market."" (Dash_2024, p.110)","Descripcion de plataformas/software ONT. ONT_2025 (fabricante) cubre MinKNOW/basecalling; Dash_2024 confirma verbatim la existencia de GridION/PromethION como dispositivos de mayor rendimiento. Contexto correcto."
MET-BIBL-03,CONFIRMADO,"""we sought to reduce the time and cost for nanopore sequencing library preparation by modifying these primers with either the addition of a barcode adaptor (VP1-BCA) or barcode (VP1-barcode) to allow immediate multiplexing"" (Shaw_2020, p.3)","""we have developed a nested PCR with time- and cost-saving barcoded primers that allows multiplex sample sequencing on a portable MinION sequencer."" (Shaw_2020, p.12)","Para poliovirus, la preparacion de bibliotecas sigue el protocolo DDNS con cebadores VP1 modificados con codigos de barras para multiplexado en MinION portatil. Respaldo verbatim en Shaw_2020."
MET-BIOINF-01,CONFIRMADO,"""a tailored analysis pipeline including automatic reference selection, consensus sequence generation and clade assignment via Nextclade"" (Le_2025, p.1); ""from stool and ES samples using a nested PCR followed by nanopore (MinION) sequencing"" of the poliovirus VP1 region (Shaw_2020, p.2)","""in this study offers a complete package to sequence RSV with an amplicon-based tiling approach using ONT."" (Le_2025, p.6)","Le respalda el flujo automatizado de genoma completo con seleccion de referencia y asignacion de clado por Nextclade para RSV; Shaw_2020 respalda el analisis centrado en VP1 (caracterizacion intratipica) para poliovirus. Ambos en contexto."
MET-BIOINF-02,CORREGIDO,"""High genome coverage breadth was obtained for SARS-CoV-2 across all samples with tiled-PCR amplification, which was significantly correlated with the Ct values from RT-qPCR"" (Child_2023, p.6)","El verbatim atribuido a Dash_2024 (""One drawback of nanopore sequencing is its relatively high error rate."") NO existe en el PDF; la version real es: ""As the error rate of nanopore reads is higher compared to most NGS methods, a well-performing data-analysis workflow is crucial to obtain highly accurate consensus"" (Dash_2024, p.91)","La idea (alta tasa de error de nanoporos + matriz ambiental exigen control de calidad estricto) esta respaldada: Child correlaciona cobertura con Ct (efecto de carga/matriz) y Dash documenta la mayor tasa de error de nanoporos y la necesidad de un flujo de analisis robusto. Se corrige el verbatim de Dash, que estaba parafraseado, y su pagina (aparece en p.91 del PDF, no p.364)."
MET-CTRL-01,CONFIRMADO,,"""each assay included unseeded primary concentrate as a negative control and experiments were seeded with PV1 at least an order of"" (Falman_2019, p.9)","Buenas practicas de PCR multiplex (controles positivos y negativos). NEB_2021 es protocolo de fabricante; el pico de Falman_2019 confirma verbatim el uso de control negativo (concentrado sin sembrar) y control positivo (sembrado con PV1)."
MET-CTRL-02,CONFIRMADO,"""Inhibitory substances in the sample can suppress PCR amplification partially or completely, resulting in incorrect quantification or false-negative results"" (Parkins_2023, p.19)","""Recovery of replication-competent viruses from wastewater is particularly challenging owing to rapid degradation over time, inhibitory chemicals in the wastewater matrix"" (Parkins_2023, p.19)","Parkins documenta que los inhibidores suprimen la amplificacion (cuantificacion incorrecta/falsos negativos) y que la degradacion y los quimicos de la matriz complican la recuperacion viral. Respalda tratar el Cq tardio como evidencia de menor peso por baja carga, inhibidores y ARN degradado."
MET-ETICA-01,CONFIRMADO,"""Their analysis considered the principles of respect for autonomy, nonmaleficence (avoidance of harm or risk for participants), beneficence (benefits outweigh risks), and distributive justice (no groups are singled out)... When characterizing a large population with WBE for public health purposes, Hall et al. concluded that there were no major ethical concerns"" (Subedi_2019, p.19)","""Their analysis considered the principles of respect for autonomy, nonmaleficence (avoidance of harm or risk for participants), beneficence (benefits outweigh risks), and distributive justice (no groups are singled out)"" (Subedi_2019, p.19)","El capitulo de Subedi & Burgard, atribuyendo a Hall et al. (ref.55), enumera los cuatro principios bioeticos y concluye que caracterizar una poblacion grande con WBE para salud publica no plantea objeciones eticas mayores. Respaldo verbatim y en contexto (nota: el pasaje aparece en p.19 del PDF)."
MET-ETICA-02,CONFIRMADO,"""they cautioned the use of wastewater sampling on small or sensitive populations, such as prisons, places of work, and schools, where indirect harms... could instigate policy measures that negatively affect the entire group"" (Subedi_2019, p.19)","""they cautioned the use of wastewater sampling on small or sensitive populations, such as prisons, places of work, and schools, where indirect harms, such as illicit drug use by some, could instigate policy measures that negatively affect the entire group."" (Subedi_2019, p.19)","El mismo pasaje limita la cautela etica a poblaciones pequenas o sensibles (prisiones, trabajos, escuelas) por riesgo de estigmatizacion/medidas que afecten a todo el grupo. Respaldo verbatim y en contexto."
MET-ETICA-03,CONFIRMADO,,"""None of the reported studies to date have provided information on the percent recovery of SARS-CoV-2 from wastewater due to the risk associated with handling SARS-CoV-2 and the requirements for a BSL-3 facility."" (Ahmed_2020, p.7)","Consideraciones de bioseguridad para material potencialmente infeccioso. WHO_2020 es documento oficial (guia procedimental, sin PDF en repo); el pico de Ahmed_2020 confirma verbatim el riesgo de manipulacion de SARS-CoV-2 y el requerimiento BSL-3, coherente con las practicas de EPP/cabinas afirmadas."
