id,subseccion,idea,citas,veredicto,idea_real_fuente,evidencia_textual,refuerzo_pico
INTROD-Secuenciacion-01,Secuenciacion (parrafo puente),La secuenciacion de Sanger (primera generacion) lee un solo fragmento por reaccion con longitud util de unos 700 a 900 pb y fue el estandar durante decadas,Dash_2024,OK,Coincide con matiz: el libro habla de deterioro de calidad tras 700-900 'bases' (no 'pares de bases') y ~40 anos como estandar,"""deteriorating quality of sequencing reads after 700e900 bases"" (Dash, p.36); ""the Sanger method only sequences a single DNA fragment at a time"" (Dash, p.59); ""the gold standard for DNA sequencing for approximately 40 years"" (Dash, p.35)","PICOC[P: ADN/ARN; I: secuenciacion Sanger (1a gen); C: vs NGS; O: longitud util limitada; C: estandar previo] — ""the method has some limitations, such as poor quality in the first 15-40 bases of the sequence due to primer binding, deteriorating quality of sequencing reads after 700-900 bases"" (Dash_2024, p.61)"
INTROD-Secuenciacion-02,Secuenciacion (parrafo puente),La NGS ejecuta de millones a miles de millones de reacciones en paralelo y reconstruye las lecturas por bioinformatica contra un genoma de referencia,Dash_2024,OK,Coincide,"""NGS enables performing millions to billions of sequencing reactions simultaneously"" (Dash, p.36); ""sequencing of millions of small fragments of DNA in parallel. Bioinformatics analyses are then used to piece together these fragments by mapping the individual reads to the human reference genome"" (Dash, p.59)","PICOC[P: genomas; I: NGS masivamente paralela; O: reconstruccion bioinformatica contra referencia; C: analisis de secuencias] — ""All NGS platforms perform the sequencing of millions of small fragments of DNA in parallel. Bioinformatics analyses are then used to piece together these fragments by mapping the individual reads to the human reference genome"" (Dash_2024, p.84)"
INTROD-Secuenciacion-03,Secuenciacion (parrafo puente),La secuenciacion profunda detecta variantes a frecuencias alelicas mas bajas que Sanger (linajes minoritarios en una muestra mezcla),Dash_2024,OK,Coincide (la frase 'linajes minoritarios/muestra mezcla' es interpretacion del autor; el libro afirma literalmente lo de frecuencia alelica),"""the ability to detect variants at lower allele frequencies than with Sanger sequencing"" (Dash, p.36); ""With deep sequencing, NGS also has a higher discovery capability for detecting novel or rare variants"" (Dash, p.59)","PICOC[P: muestra mezcla; I: secuenciacion profunda (NGS); C: vs Sanger; O: deteccion de variantes a menor frecuencia alelica; C: analisis genomico] — ""Additional advantages of NGS include lower sample input requirements, higher accuracy, and the ability to detect variants at lower allele frequencies than with Sanger sequencing"" (Dash_2024, p.61)"
INTROD-Secuenciacion-04,Secuenciacion (parrafo puente),"Segun la longitud de lectura, la NGS se divide en tecnologias de segunda generacion (lecturas cortas) y de tercera generacion (lecturas largas en tiempo real)",Dash_2024,OK,Coincide literalmente,"""Depending on the length of sequences produced second- and third-generation sequencing methods are available, and they are defined as short-read and real-time long-read technologies, respectively"" (Dash, p.36)","PICOC[P: acidos nucleicos; I: NGS por longitud de lectura; C: 2a gen (lectura corta) vs 3a gen (lectura larga); O: fragmentos largos sin PCR; C: tecnologias NGS] — ""long reading is possible with third-generation sequencing. It is faster than the systems of second-generation technology and allows the study of long DNA fragments without the need for amplification in PCR"" (Dash_2024, p.100)"
INTROD-Nanopore-01,Nanopore (ONT),"ONT mide los cambios de corriente electrica generados cuando una molecula de acido nucleico atraviesa un nanoporo, y produce lecturas largas en tiempo real en dispositivos portatiles como el MinION",Dash_2024,OK,Coincide,"""The presence of a DNA molecule alters the ionic current by partially blocking the aperture... the obtained current profile, called a 'squiggle', can be translated to a nucleotide sequence"" (Dash, p.86); ""MinION, which weighs less than 0.5 kg"" (Dash, p.86)","PICOC[P: acido nucleico; I: nanoporo ONT (MinION); O: senal por cambio de corriente ionica, lecturas largas; C: dispositivo portatil] — ""In 2014, Oxford Nanopore Technologies released the MinION platform based on the transport of DNA through a nanopore membrane embedded in a lipid bilayer or a synthetic polymer... The detection principle of nanopore systems is based on the ion current changing, which is generated when a charged molecule passes through the membrane"" (Dash_2024, p.65)"
INTROD-Nanopore-02,Nanopore (ONT),En la PTAR Quitumbe permitio asignar linajes de SARS-CoV-2 a partir de muestras pasivas y observar variantes de Omicron en el contexto local,MejiaCalle_2024,OK,Coincide,"""47 samples were collected using the 3D-printed passive devices. Of these, only 36 samples could be sequenced"" (MejiaCalle, p.45); ""Se observo un predominio de la variante omicron, con linajes como HN.1, EG.5.1.6, XBB.1.5.1.5 y HV.1"" (MejiaCalle, p.9)","PICOC[P: SARS-CoV-2 en muestras pasivas; I: secuenciacion Nanopore + asignacion de linajes; O: variantes de Omicron; C: PTAR Quitumbe] — ""multiplex PCR was used for sequencing with Oxford Nanopore Technology. Bioinformatic analysis was conducted using Freyja. Results: A predominance of the Omicron variant was observed, with lineages such as HN.1, EG.5.1.6, XBB.1.5.1.5, and HV.1 detected"" (MejiaCalle_2024, p.10)"
INTROD-Nanopore-03,Nanopore (ONT),Klapsa generaron secuencias de genoma completo con protocolos Nanopore que establecieron el vinculo genetico entre los aislamientos del alcantarillado de Londres,Klapsa_2022,OK,Coincide,"""Whole-genome sequences generated through nanopore sequencing established linkage of isolates and confirmed transmission of a unique recombinant poliovirus lineage"" (klapsa-2022, p.1531); ""a novel nanopore protocol to quickly generate whole-genome sequences of multiple type 2 poliovirus isolates"" (klapsa-2022, p.1533)","PICOC[P: poliovirus en alcantarillado; I: protocolos Nanopore de genoma completo; O: aislamientos geneticamente vinculados; C: Londres] — ""We additionally implemented direct molecular detection and determined whole-genome sequences of every isolate using novel nanopore protocols. Findings 118 genetically linked poliovirus isolates related to the serotype 2 Sabin vaccine strain were detected in 21 of 52 sequential sewage samples collected in London"" (Klapsa_2022, p.1)"
INTROD-Nanopore-04,Nanopore (ONT),Shaw argumentaron su potencial para acortar la confirmacion de brotes,Shaw_2022,OK,Coincide,"""New VDPV2 outbreaks were confirmed a median of 35 days... after paralysis onset, which we estimate could be reduced to 16 days by DDNS"" (shaw-2022, p.453); ""negative results confirmed within 3 days rather than 2 weeks"" (shaw-2022, p.461)","PICOC[P: poliovirus/muestras ambientales; I: DDNS Nanopore; C: vs cultivo celular; O: acortar confirmacion; C: respuesta a brote] — ""The rapid turnaround of DDNS allows for multiple samples to be processed prior to a sequencing result being available via cell culture"" (Shaw_2022, p.9)"
INTROD-Nanopore-05,Nanopore (ONT),"En RSV, Le recuperaron genomas completos con cobertura alta en muestras de cargas superiores a 10 000 copias/mL",Le_2025,OK,Umbral y unidades exactos confirmados; cobertura alta = >90%,"""Whole genomes (> 90% coverage) were obtained from 98% of samples with > 10,000 copies/mL"" (Le-2025, p.1); ""Complete genomes (coverages > 90%) were resolved from 118 of 122 (97%) samples with a viral load of > 10,000 copies/mL"" (Le-2025, p.5)","PICOC[P: RSV en aguas; I: Nanopore/amplicones; O: genomas completos con carga >10 000 copias/mL; C: RSVTyper] — ""Whole genomes (> 90% coverage) were obtained from 98% of samples with > 10,000 copies/mL, from 3/14 samples with 1,000-10,000 copies/mL, and from none with < 1,000 copies/mL"" (Le_2025, p.1)"
INTROD-Nanopore-06,Nanopore (ONT),"La tasa de error cruda de Nanopore es superior a la de plataformas de lectura corta; el control de calidad, la generacion de consenso y la seleccion de referencias reducen el impacto de esos errores",Dash_2024,OK,Coincide (la 'seleccion adecuada de referencias' queda solo laxamente sostenida por 'compared to reference databases'),"""As the error rate of nanopore reads is higher compared to most NGS methods, a well-performing data-analysis workflow is crucial to obtain highly accurate consensus sequences, which can be compared to reference databases"" (Dash, p.92)","PICOC[P: lecturas Nanopore; I: secuenciacion de tercera generacion; C: vs lectura corta; O: mayor tasa de error cruda; C: control de calidad/consenso] — ""One drawback of nanopore sequencing is its relatively high error rate"" (Dash_2024, p.364)"
INTROD-Nanopore-07,Nanopore (ONT),"En aguas residuales estos pasos cobran mayor peso por la presencia de mezclas virales, ARN fragmentado y cobertura desigual entre amplicones",Child_2023,OK,Coincide (armado de varios pasajes),"""wastewater samples containing variant mixtures"" (child-2023, p.9); ""nucleic acid degradation in wastewater samples"" (child-2023, p.11); ""coverage depth was heavily skewed toward the 3' end of the genome"" (child-2023, p.7)","PICOC[P: virus en aguas; I: amplicones/secuenciacion; O: ARN fragmentado limita amplificacion; C: muestras de aguas residuales] — ""may have been caused by nucleic acid degradation in wastewater samples, which can restrict the contiguous binding of primer pairs to DNA/cDNA fragments"" (Child_2023, p.11)"
INTROD-Variabilidad-01,Variabilidad genetica,En SARS-CoV-2 la vigilancia genomica de aguas residuales identifica variantes prevalentes y estima mezclas de linajes en la comunidad conectada al alcantarillado,Crits_Christoph_2021;Karthikeyan_2022,OK,Karthikeyan sostiene la estimacion de mezclas; Crits-Christoph sostiene la identificacion de variantes prevalentes,"""Wastewater is an information-dense resource for estimating the prevalence of specific viral lineages... Freyja deconvolutes these information-rich mixtures of virus lineages"" (karthikeyan-2022, p.107); ""Genome Sequencing of Sewage Detects Regionally Prevalent SARS-CoV-2 Variants"" (crits-christoph-2021, p.1)","PICOC[P: SARS-CoV-2/comunidad; I: vigilancia genomica de aguas (Freyja); C: vs clinica; O: estimacion de mezclas de linajes; C: campus/condado] — ""The relative abundances of each of the variants were within twofold of prevalence estimates observed in clinical nasal swab data, suggesting that Freyja effectively identifies prevalence even for closely related lineages"" (Karthikeyan_2022, p.5)"
INTROD-Variabilidad-02,Variabilidad genetica,En RSV la clasificacion por subgrupos y clados depende de las referencias adecuadas para evitar asignaciones incompletas,Le_2025,OK,Coincide,"""the use of an incorrect RSV subtype as a reference in the ARTIC pipeline significantly reduced read mapping efficiency"" (Le-2025, p.2); ""usage of the wrong reference sequence leads to read alignment coverage dropouts"" (Le-2025, p.3)","PICOC[P: RSV; I: clasificacion por subgrupo/clado; O: dependencia de referencia adecuada; C: RSVTyper] — ""To prevent incorrect G gene calling, an additional reference selection step was added into the workflow, choosing either a reference containing or lacking the G gene duplication. As we observed differences in generated consensus sequences depending on the reference used"" (Le_2025, p.3)"
INTROD-Variabilidad-03,Variabilidad genetica,"En poliovirus la comparacion de VP1 y genomas completos distingue cepas Sabin-like, salvajes y derivadas de vacuna, y reconstruye los vinculos entre eventos de deteccion ambiental",Klapsa_2022;Bottcher_2025,PARCIAL,"VP1 + genoma completo y la reconstruccion de vinculos entre detecciones estan soportados; la distincion de la cepa 'salvaje' NO se demuestra (los datos de Bottcher y Klapsa son cVDPV2, el poliovirus salvaje aparece solo como contexto de fondo)","""amplification of the virus protein 1 (VP1) region and/or the near whole genome region... followed by Sanger or Oxford nanopore technology (ONT) sequencing"" (bottcher-2025, p.3); ""All cVDPV2 strains were genetically related to each other and showed 43-52 VP1 nt differences from the Sabin 2"" (bottcher-2025, p.5)","PICOC[P: poliovirus tipo 2; I: comparacion de cambios en VP1; C: Sabin-like vs VDPV; O: clasificacion de cepas; C: alcantarillado de Londres] — ""Most type 2 poliovirus isolates (n=98) are defined as vaccine-like poliovirus (fewer than six nucleotide changes in VP1 region), but some (n=20) are classified as vaccine-derived type 2 poliovirus containing between six and ten nucleotide changes in the VP1 region from the Sabin 2 vaccine strain"" (Klapsa_2022, p.5)"
INTROD-Variabilidad-04,Variabilidad genetica,"Su valor epidemiologico depende de criterios explicitos de cobertura, profundidad, calidad de lectura y abundancia relativa",Parkins_2023;Child_2023,PARCIAL,"De los cuatro criterios, solo 'abundancia relativa' es literal en Parkins; 'profundidad', 'calidad de lectura' y 'cobertura' (de secuenciacion) no aparecen en Parkins ni se enumeran asi en Child","""Detecting variants and their relative abundance depends on software packages, such as ASPICov... Freyja"" (parkins-2023, p.25)","PICOC[P: virus en aguas; I: secuenciacion genomica; O: criterio de amplitud de cobertura para reportar; C: WBE] — ""Only viral genomes with at least 10% breadth of genomic coverage obtained were reported"" (Crits_Christoph_2021, p.7)"
INTROD-Variabilidad-05,Variabilidad genetica,"La representacion de linajes minoritarios puede alterarse por degradacion del ARN, competencia entre amplicones y eleccion de la referencia, factores que MejiaCalle y Le reconocieron en muestras de baja carga",MejiaCalle_2024;Le_2025,OK,Coincide: ambos reconocen limitaciones en muestras de baja carga,"""the focus on high viral load samples, may have limited the detection of lower-frequency lineages"" (MejiaCalle, p.62); ""Due to the low read count, the detection was less precise... variants could only be resolved down to the parent variant B.D.4.1"" (Le-2025, p.6)","PICOC[P: SARS-CoV-2/aguas; I: seleccion por Cq/secuenciacion; O: exclusion de linajes de baja abundancia; C: muestras de baja carga] — ""the Ct values used to select sequenced samples likely prioritized those with higher viral loads, which may have excluded low-abundance lineages"" (MejiaCalle_2024, p.60)"
INTROD-Bioinformatica-01,Herramientas bioinformaticas (puente),La bioinformatica aplica metodos computacionales al analisis de secuencias de acidos nucleicos y convierte las lecturas crudas en informacion sobre la identidad y la composicion de los virus,Dash_2024,VAGA,"No existe una frase definitoria de 'bioinformatica' en el libro; hay descripciones funcionales del flujo de analisis. La conversion de lecturas crudas en identidad/composicion es parafrasis, no texto literal","""Bioinformatics analyses are then used to piece together these fragments by mapping the individual reads to the human reference genome"" (Dash, p.59)","PICOC[P: datos de secuenciacion; I: herramientas bioinformaticas; O: calidad, alineamiento, ensamblaje, procesamiento; C: plataformas NGS] — ""the differences among NGS platforms in terms of data format, length of reads, etc. result in the need for diversity in bioinformatics tools to be used for sequence quality scoring, alignment, assembly, and data processing"" (Dash_2024, p.77)"
INTROD-Bioinformatica-02,Herramientas bioinformaticas (puente),"En aguas residuales el analisis afronta mezclas de genomas de distintos individuos, material degradado y cobertura desigual entre regiones",Child_2023,PARCIAL,"Material degradado y cobertura desigual estan literales; 'mezclas de genomas de distintos individuos' solo esta implicito (WBE agrupa poblaciones / 'variant mixtures'), no enunciado asi","""nucleic acid degradation in wastewater samples"" (child-2023, p.11); ""coverage depth was heavily skewed toward the 3' end of the genome"" (child-2023, p.7); ""sample from both asymptomatic and symptomatic individuals and from a broad range of communities"" (child-2023, p.2)","PICOC[P: virus de multiples individuos; I: analisis de aguas residuales; O: mezclas de genomas en una sola matriz; C: comunidad] — ""Wastewater systems aggregate stool, urine and other biological waste products carrying viruses from multiple infected individuals in the community in a single location, allowing for sampling of virus mixtures"" (Karthikeyan_2022, p.3)"
INTROD-Procesamiento-01,Procesamiento de secuencias,"El procesamiento abarca demultiplexado, eliminacion de adaptadores, filtrado por calidad, mapeo contra referencias, generacion de consenso o ensamblaje, con estimacion de la cobertura por posicion",Dash_2024,PARCIAL,"Adaptadores, filtrado de calidad, mapeo, ensamblaje, demultiplexado y consenso estan soportados; 'estimacion de la cobertura por posicion' NO esta literal en el libro","""Preprocessing the data to remove adapter sequences and low-quality reads, mapping the data to a reference genome or de novo alignment"" (Dash, p.7); ""an 8-bp sequence that is used to demultiplex the sample data"" (Dash, p.67); ""alignment of reads to a reference sequence; de novo assembly... base-calling; and genetic variation detection"" (Dash, p.52)","PICOC[P: lecturas crudas; I: flujo de procesamiento NGS; O: basecalling, QC, mapeo/ensamblaje; C: de novo vs resequencing] — ""The major steps for sequencing are similar for all these platforms: Construction and amplification of DNA templates; distribution of templates on a solid support; sequencing and imaging; base calling, quality control; and analysis of data. In regard to operation, two major approaches are taken by NGS: de novo sequencing and resequencing"" (Dash_2024, p.279)"
INTROD-Procesamiento-02,Procesamiento de secuencias,ONT produce lecturas largas y requiere basecalling previo (QC orientado a longitud y error); Illumina genera lecturas cortas y pareadas (QC en calidad por base y emparejamiento de extremos),Dash_2024,PARCIAL,"Basecalling ONT y lecturas cortas Illumina por SBS estan soportados; 'pareadas/paired-end' NO se enuncia literalmente, solo se infiere de la notacion de tabla (2x75-2x300 bp)","""This process is called base calling and is performed by machine learning algorithms"" (Dash, p.86); ""Current SBS methods... rely on shorter reads... short DNA sequence reads (50e300 nucleotides)"" (Dash, p.38); notacion ""2x75e2x300 bp"" para Illumina (Tabla 3.2, Dash p.42)","PICOC[P: lecturas ONT; I: basecalling previo; O: traduccion de senal a secuencia; C: nanoporo] — ""the obtained current profile, called a 'squiggle', can be translated to a nucleotide sequence... This process is called base calling and is performed by machine learning algorithms"" (Dash_2024, p.111)"
INTROD-Procesamiento-03,Procesamiento de secuencias,"Child, al comparar metagenomica, captura hibrida y PCR dirigida, hallaron diferencias marcadas en la cobertura de virus humanos",Child_2023,OK,Coincide: los tres metodos se comparan y hay diferencias marcadas,"""the utility of metagenomic shotgun sequencing, hybrid-capture enrichment, and targeted amplicon sequencing was compared"" (child-2023, p.10); ""Tiled-PCR sequencing led to further improvements in genome coverage compared to hybrid capture..."" (child-2023, p.1)","PICOC[P: virus humanos en aguas; I: metagenomica vs captura hibrida vs PCR dirigida; C: entre metodos; O: diferencias marcadas en cobertura; C: WBE] — ""Hybrid-capture enrichment improves genome coverage and increases the sensitivity of metagenomic sequencing of viruses in wastewater"" (Child_2023, p.5)"
INTROD-Procesamiento-04,Procesamiento de secuencias,"El antecedente de Quitumbe reproduce ese limite, pues la estimacion de linajes de SARS-CoV-2 con Freyja solo rindio en las muestras con carga viral alta y amplificacion eficiente",MejiaCalle_2024,PARCIAL,"La tesis asigno linajes a TODAS las muestras secuenciadas, preseleccionadas por Cq bajo; no atribuye a Freyja un requisito de carga alta + amplificacion eficiente","""we successfully assigned lineages to all sequenced samples by selecting them based on their Ct values obtained through qPCR"" (MejiaCalle, p.58); ""the Ct values used to select sequenced samples likely prioritized those with higher viral loads"" (MejiaCalle, p.60)","PICOC[P: SARS-CoV-2/aguas; I: estimacion de linajes (Freyja); O: rendimiento en muestras de carga alta; C: PTAR Quitumbe] — ""this study did not detect cryptic lineages, which may be attributed to technical factors such as the prioritization of samples with higher viral loads (Ct values)"" (MejiaCalle_2024, p.61)"
INTROD-Procesamiento-05,Procesamiento de secuencias,"Comparar entre fechas o patogenos exige registrar los metadatos de cada analisis (fecha, punto de muestreo, metodo de concentracion, controles, valores de Cq, plataforma y version de herramientas)",Parkins_2023,PARCIAL,"El principio general de metadatos y campos como fecha/ubicacion estan soportados; la lista especifica 'metodo de concentracion, controles, Cq, plataforma, version de herramientas' NO figura en la enumeracion de metadatos de Parkins","""Typical metadata include sample location, collection date and time, total volume collected, type of sample... flow data... weather... ambient temperature... shipping conditions"" (parkins-2023, p.10-11); actualizacion de software: ""these pipelines... rely on the underlying databases being continually updated"" (parkins-2023, p.25)","PICOC[P: aguas residuales; I: registro de metadatos por analisis; O: aseguramiento de calidad e interpretacion; C: comparacion entre muestras] — ""collection and use of wastewater-associated 'metadata' are often useful during quality assurance and data interpretation... Typical metadata include sample location, collection date and time"" (Parkins_2023, p.10)"
INTROD-CaractGenetica-01,Caracterizacion genetica,"Freyja es una herramienta bioinformatica que estima proporciones de variantes de un virus en muestras mixtas, comparando lecturas o consensos con bases de datos de referencia",Karthikeyan_2022,OK,Coincide,"""we developed Freyja, a tool to estimate the relative abundance of virus lineages in a mixed sample"" (karthikeyan-2022, p.103); ""inability to estimate relative lineage abundance in mixed samples"" (karthikeyan-2022, p.101)","PICOC[P: virus en muestras mixtas; I: Freyja (bioinformatica); O: estimacion de proporciones de linajes; C: aguas residuales] — ""Our method, Freyja, deconvolutes these information-rich mixtures of virus lineages"" (Karthikeyan_2022, p.7)"
INTROD-CaractGenetica-02,Caracterizacion genetica,En la PTAR Quitumbe se uso Freyja para asignar linajes de Omicron a partir de datos ambientales,MejiaCalle_2024,OK,Coincide,"""SARS-CoV-2 lineages from PTAR Quitumbe assigned by FREYJA"" (MejiaCalle, Fig.11 p.47); ""Figure 11 shows a predominance of the BA.2.86 lineage, which belongs to the Omicron variant"" (MejiaCalle, p.45)","PICOC[P: SARS-CoV-2/datos ambientales; I: Freyja; O: asignacion de linajes de Omicron; C: PTAR Quitumbe] — ""multiplex PCR para secuenciacion con Oxford Nanopore Technology y los datos bioinformaticos fueron analizados en Freyja. Resultados: Se observo un predominio de la variante omicron"" (MejiaCalle_2024, p.8)"
