id,subseccion,idea,citas,veredicto,idea_real_fuente,evidencia_textual,refuerzo_pico
DIS-LIN-07,Linajes SARS,La senal ambiental aporta registro genomico local donde falta referente clinico,Parkins_2023,OK,,"""unique ability to monitor an entire population irrespective of...access clinical testing"" (parkins-2023, p.2)","PICOC[P: SARS-CoV-2 en aguas residuales; I: secuenciacion de aguas; C: vs esfuerzos clinicos locales; O: identifica genotipos no observados en clinica; C: registro genomico local] — ""variants not yet observed in local clinical sequencing efforts."" (Crits_Christoph_2021, p.2)"
DIS-ENT-01,Enterovirus,OMS espera NPEV en >=30% de muestras concentradas y 10% de trampas,OReilly_2020;Bubba_2023,PARCIAL,El desglose 30/10% es de Bubba; O'Reilly da rango global 10-30%.,"Bubba: ""at least 30% of concentrated sewage from grab samples and at least 10% of traps should reveal NPEV"" (microorganisms-11-02496, p.2). O'Reilly: ""10-30% of samples should reveal non-polio enteroviruses"" (S2666524720301002, e189)","PICOC[P: enterovirus no-polio (NPEV) en aguas; I: vigilancia ambiental/WWS; C: umbral de deteccion esperado; O: 10-30% de muestras deberian revelar NPEV; C: red europea/OMS] — ""at least 10-30% of samples should reveal non-polio"" (OReilly_2020, p.1)"
DIS-ENT-02,Enterovirus,"2 de 22 (9%), por debajo del 10%, refleja menor sensibilidad del muestreo pasivo",Rozanec_2026,OK,,"""systems that use concentrated grab samples...more frequently detect polioviruses and NPEV than those using trap samples"" (microorganisms-14-00861/Rozanec, p.10)","PICOC[P: enterovirus en aguas; I: muestreo pasivo/WWS; C: vs metodos de mayor rendimiento; O: menor sensibilidad; C: vigilancia ambiental] — ""however, the sensitivity of WWS is reduced. The lower sensitivity of the WWS system means that a higher number of in-"" (Rozanec_2026, p.9)"
DIS-ENT-03,Enterovirus,El esquema detecto enterovirus que la vigilancia de PFA no registra,Asghar_2014,OK,,"""can assist in identifying residual...transmission...among those who are asymptomatically infected and not showing signs of paralysis"" (asghar-2014, p.2)","PICOC[P: poliovirus/enterovirus en agua; I: vigilancia ambiental (ES); C: vs vigilancia de PFA/AFP; O: deteccion sin casos clinicos registrados; C: complemento a AFP] — ""found in Lahore in the absence of AFP cases, which allowed the program to continue the"" (Asghar_2014, p.4)"
DIS-ENT-04,Enterovirus,Ausencia de poliovirus concuerda con IPV en Ecuador y ausencia de circulacion,Zurbriggen_2008;Asghar_2014,NO,"Zurbriggen (Suiza, IPV) SI aislo poliovirus. Contradice 'ausencia'.","Zurbriggen: ""20 out of 174 wastewater samples were positive...62 Sabin-like poliovirus isolates"" (zurbriggen-2008, abstract)","PICOC[P: poliovirus en aguas residuales; I: vigilancia ambiental decadal; C: pais con IPV/historial de erradicacion; O: ausencia de poliovirus salvaje (WPV); C: Europa/Eslovaquia] — ""Of these, 1062 were PVs, WPVs were not found."" (Kissova_2022, p.4)"
DIS-ENT-05,Enterovirus,"Canada 2022: VDPV2 99.4% VP1 vs caso de Nueva York, sin poliomielitis, excrecion por viajero",Seo_2025,PARCIAL,99.4% es vs Londres; vs Nueva York fue 99.0%.,"""99.0% identical in VP1 to the...New York case"" ; ""99.4%...to the London isolate"" (s41598-025-92912-x/Seo, p.1/4)","PICOC[P: VDPV2 en aguas de Canada; I: secuenciacion VP1/genoma; C: vs aislados de Londres y del caso de Nueva York; O: 99.4% (Londres) y 99.0% (Nueva York) de identidad; C: brote transnacional 2022] — ""Pair-wise analysis of the VP1 region revealed 99.4% identity with other environmental VDPV2 isolates sequenced from UK London sewage (OP410366.1) and 99.0% identity with the clinical isolate from New York State, USA-NY-22 (OP265178.1)."" (Seo_2025, p.3)"
DIS-ENT-06,Enterovirus,Cultivo no rindio; PCR anidada + Nanopore recuperaron la secuencia,Seo_2025,OK,,"""Culture isolation...were unsuccessful. Concurrently, PCR amplification directly from the wastewater specimen followed by sequencing...using Nanopore...resulted in successful sequencing"" (Seo, p.5)","PICOC[P: poliovirus en aguas residuales; I: PCR anidada + Nanopore vs cultivo; C: metodo directo vs cultivo; O: recuperacion de la secuencia; C: vigilancia ambiental] — ""great promise for environmental surveillance applications uses nested PCR followed by Nanopore sequencing"" (Seo_2025, p.2)"
DIS-ENT-07,Enterovirus,La secuenciacion de VP1 diferencia cepas derivadas de vacuna de salvajes,Klapsa_2022,OK,,"""to distinguish vaccine-related from wild-type polioviruses...the gene coding for capsid VP1 protein is commonly used"" (PIIS0140673622018049/Klapsa, p.1532)","PICOC[P: poliovirus; I: secuenciacion de VP1; C: cepas derivadas de vacuna vs salvajes; O: clasificacion por cambios en VP1; C: vigilancia molecular] — ""meet the criterion for a vaccine-derived poliovirus, having six to ten nucleotide changes in the gene coding for VP1 capsid protein."" (Klapsa_2022, p.1)"
DIS-RSV-01,RSV,"Genomas completos de RSV exigen cargas altas, cobertura >10 000 copias/mL",Le_2025,OK,,"""whole genomes...obtained from 98% of samples with >10,000 copies/mL...none from samples with <1,000 copies/mL"" (s41598-025-20371-5/Le, abstract)","PICOC[P: RSV en aguas residuales; I: secuenciacion de genoma completo; C: entre niveles de carga viral; O: genomas completos solo con >10,000 copias/mL; C: recuperacion genomica RSV] — ""Complete genomes (coverages > 90%) were resolved from 118 of 122 (97%) samples with a viral load of > 10,000 copies/mL"" (Le_2025, p.4)"
DIS-RSV-02,RSV,RSV envuelto: recuperacion cae del 71% al 17% (ARN empaquetado vs desnudo),ToribioAvedillo_2024,OK,,"""recovery efficiencies for...free...RSV RNA were...71%...in wastewater, whereas...in lentiviral particles were...17% in wastewater"" (S0048969724007757/Toribio, abstract/p.5)","PICOC[P: RSV (virus envuelto) en aguas; I: recuperacion de ARN vs particulas; C: ARN libre/desnudo vs particula empaquetada; O: menor recuperacion de la particula; C: aguas residuales] — ""The recovery of free RNA of both viruses surpassed that of particles,"" (ToribioAvedillo_2024, p.7)"
DIS-RSV-03,RSV,RSV-A 32.6% vs RSV-B 2.4% en 8 plantas del sureste de Alemania; recuperacion depende de concentracion/extraccion,Geissler_2025,OK,,"""32.6% (RSV-A) and 2.4% (RSV-B)"" ; ""virus enrichment and RNA extraction methods were found to be of relevance"" (s41598-025-13998-x/Geissler, abstract)","PICOC[P: RSV-A y RSV-B en aguas; I: RT-qPCR con metodos de concentracion/extraccion; C: RSV-A vs RSV-B; O: 32.6% (RSV-A) vs 2.4% (RSV-B) de deteccion; C: 8 PTAR de Alemania] — ""4.5% (IVB), 32.6% (RSV-A) and 2.4% (RSV-B)."" (Geissler_2025, p.1)"
DIS-RSV-04,RSV,La asociacion RSV-aguas/comunidad proviene mas de cuantificacion que de secuenciacion,Hughes_2022,OK,,"Hughes cuantifica RSV en solidos y correlaciona con positividad clinica (Kendall tau 0.65-0.77) (rsv-rna-settled-solids-reflects-positivity/Hughes, abstract)","PICOC[P: RSV en aguas residuales; I: cuantificacion (RT-qPCR) en solidos; C: vs positividad clinica; O: asociacion fuerte de la concentracion con la clinica; C: EE.UU.] — ""concentration in settled solids is strongly associated (Kendalls tau = 0.65-0.77, p < 10-7) with clinical positivity rates for RSV"" (Hughes_2022, p.1)"
DIS-CONS-01,Conservacion,El rendimiento del muestreo pasivo dependio de integridad del ARN y eficiencia de recuperacion,MejiaCalle_2024,OK,,"""very late CT values...likely due to viral RNA fragmentation"" (p.41); dispositivo ""improves virus recovery"" (00331348-MejiaCalle, p.57/61)","PICOC[P: virus en aguas residuales/muestreo pasivo; I: concentracion y extraccion de ARN; C: entre metodos; O: el rendimiento depende del enriquecimiento/extraccion; C: optimizacion metodologica] — ""virus enrichment and RNA extraction methods were found to be of relevance."" (Geissler_2025, p.1)"
