id,subseccion,idea,citas,veredicto,idea_real_fuente,evidencia_textual,refuerzo_pico
CON-IMP-03,Importancia,Lectura corta o enriquecimiento podrian mejorar recuperacion a baja carga,Child_2023,OK,,"Child: ""Hybrid-capture enrichment of shotgun libraries...led to significant increases in genome coverage"" (child-et-al-2023, abstract)","PICOC[P=aguas residuales; I=secuenciación de lectura corta+avances de concentración; O=recuperación de genoma a baja carga; C=contraste con estudios previos] — ""We obtained near 95% genome coverage even for samples with low viral load, compared with 40% or below from previous studies, a key advance that allowed us to build a robust pipeline to monitor virus lineage prevalence in community wastewater."" (Karthikeyan_2022, p.1)"
CON-IMP-04,Importancia,"Mas muestras/replicas, integrar datos clinicos/repositorios, mantener VP1 fortalecen la vigilancia",Le_2025;Bruno_2025;Klapsa_2022,OK,,Klapsa: VP1 para poliovirus/VDPV (PIIS0140673622018049),"PICOC[P=aguas residuales; I=vigilancia (WBS)+integración; O=mitigación de brotes; C=integración con estrategias de vigilancia poblacional] — ""integrating WBS of SARS-CoV-2 into surveillance strategies at correctional facilities may minimize the impact of future COVID-19 outbreaks"" (Parkins_2023, p.30)"
RES-ENC-01,Encabezado,Conteos de muestras y rendimiento por virus,,SIN_FUENTE,,dato_propio (conteos/tablas del estudio),sin refuerzo disponible
RES-CUANT-01,Cuantificacion RT-qPCR,"Cq N1 por grupo (linaje 34,0; sin caract. 36,6; no secuenc. 38,5); solapamiento de rangos",,SIN_FUENTE,,dato_propio (valores Cq medidos),"PICOC[P: SARS-CoV-2 en aguas / I: RT-qPCR + secuenciación / O: umbral Ct<33 para genoma completo (relación Cq-cobertura) / C: baja carga] — ""Only samples with RT-qPCR CT values <33 (~25 genome copies/µl) yielded complete consensus genomes"" (Crits_Christoph_2021, p.3)"
RES-SARS-01,Dinamica SARS,JN.1 en aguas de Quito coincide con antecedente local (antes que en clinica),MejiaCalle_2024,OK,,"""se detecto el linaje JN.1...en octubre de 2023 y febrero de 2024, en proporciones similares a las de las muestras clinicas...y en algunos casos, incluso antes de ser identificadas clinicamente"" (00331348-MejiaCalle, resumen)","PICOC[P: SARS-CoV-2 en aguas residuales / I: WBE / C: vs clínica / O: lead time, anticipa diagnósticos] — ""The potential for WBE data to identify changes in community disease dynamics prior to clinical diagnoses is consistently reported, with the lead time varying from study to study."" (Acosta_2022, p.7)"
RES-SARS-02,Dinamica SARS,La secuenciacion de aguas identifica variantes regionalmente prevalentes,Crits_Christoph_2021,OK,,"""Genome Sequencing of Sewage Detects Regionally Prevalent SARS-CoV-2 Variants"" (crits-christoph-2021, p.1)","PICOC[P: SARS-CoV-2 en aguas / I: secuenciación de aguas / C: vs clínica / O: recupera prevalencia de variantes locales / C: LMIC (Sudáfrica)] — ""We show that wastewater genomics can support SARS-CoV-2 epidemiological investigations by reliably recovering the prevalence of local circulating variants, even when clinical samples are not available."" (Yousif_2023, p.1)"
RES-SARS-03,Dinamica SARS,Brecha deteccion/caracterizacion coherente con baja carga y Cq tardios,MejiaCalle_2024,OK,,"""aunque el SARS-CoV-2 seguia siendo detectable, solo se identificaron secuencias conservadas, lo que llevo a la asignacion incorrecta de linajes"" (00331348-MejiaCalle, resumen)","PICOC[P: SARS-CoV-2 en aguas / I: secuenciación (enriquecimiento vs no) / O: genoma completo solo con Ct bajo / C: Cq tardío/baja carga] — ""One previous study using the same hybrid-capture panel for sequencing SARS-CoV-2 in wastewater obtained complete consensus genomes for samples with Ct values <33, while sequencing without enrichment yielded a maximum of 40 read pairs"" (Child_2023, p.12)"
RES-SARS-04,Dinamica SARS,Baja proporcion viral / cobertura insuficiente para Cq tardios,Parkins_2023,OK,,"""the diversity of SARS-CoV-2 lineages present represents only a tiny fraction of the total nucleic acids...shotgun metatranscriptomic sequencing...very low proportions of reads mapping to SARS-CoV-2"" (parkins-2023)","PICOC[P: SARS-CoV-2 en aguas / I: vigilancia genómica / O: baja carga viral -> cobertura pobre / C: matriz ambiental compleja] — ""Low viral loads, heavily fragmented RNA and PCR inhibitors in complex environmental samples lead to poor sequencing coverage"" (Karthikeyan_2022, p.1)"
RES-SARS-05,Dinamica SARS,Dificultad de recuperar genomas de matrices dominadas por material no viral,Child_2023,OK,,"""samples dominated by bacteria""; ""the sewage virome is dominated by bacteriophages and plant viruses"" (child-et-al-2023)","PICOC[P: SARS-CoV-2 en aguas / I: metatranscriptómica sin enriquecimiento / O: dificultad de detectar virus, <40 read pairs / C: matriz dominada por material no diana] — ""Without enrichment, we were able to only detect fewer than 40 total SARS-CoV-2 read pairs (Fig. 1c; see also Table S1). While this illustrates the difficulty of detecting specific viruses in wastewater in unenriched sequencing data sets, larger sequencing efforts may overcome this limitation by sequencing more deeply."" (Crits_Christoph_2021, p.3)"
RES-ENT-01,Enterovirus,"El flujo recupero enterovirus, en linea con vigilancia de enterovirus no polio",Bubba_2023,OK,,"""Wastewater Surveillance in Europe for Non-Polio Enteroviruses"" (microorganisms-11-02496, p.1)","PICOC[P=enterovirus no polio en aguas; I=vigilancia ambiental; O=detección esperada de NPEV; C=aguas residuales] — ""Thus NPEV should be always be detected in wastewater and can be used as control of the overall procedures"" (Bubba_2023, p.2)"
RES-ENT-02,Enterovirus,Deteccion molecular directa capta enterovirus que la vigilancia de PFA no ve,Asghar_2014,PARCIAL,Asghar es estricto de poliovirus/WPV (PFA=vigilancia de polio); el texto lo generaliza a 'enterovirus'.,"""sewage samples...even in the absence of confirmed WPV cases detected through AFP surveillance"" (asghar-2014, p.1-3)","PICOC[P=poliovirus/enterovirus; I=vigilancia ambiental (ES); C=vs vigilancia de PFA/AFP; O=detección en ausencia de casos] — ""isolates in the absence of WPV-positive AFP cases from the same area, thereby enabling a focus on preventive action in these areas because of the detected circulation in locations where either no AFP cases have yet occurred or are cases have been underreported"" (Asghar_2014, p.4)"
RES-ENT-03,Enterovirus,Deteccion molecular directa capta enterovirus que la clinica no ve,Bottcher_2025,PARCIAL,"Bottcher es sobre cVDPV2 (poliovirus), no enterovirus no polio.","""As a supplementary system to clinical diagnosis, wastewater-based poliovirus surveillance offers the opportunity to detect...at an early stage"" (eurosurv-30-3-1, p.1)","PICOC[P=poliovirus; I=vigilancia ambiental molecular; C=vs vigilancia clínica; O=circulación silenciosa sin casos paralíticos] — ""which offers excellent protection against paralysis but is less effective than oral vaccine against poliovirus shedding, potentially allowing circulation without detection of paralytic cases for long periods of time"" (Klapsa_2022, p.1)"
RES-ENT-04,Enterovirus,Ausencia de poliovirus concuerda con pais IPV sin circulacion; deteccion infrecuente exige metodos sensibles,Zurbriggen_2008,OK,,"""Isolation of Sabin-Like Polioviruses from Wastewater in a Country Using Inactivated Polio Vaccine""; ""not consistent with extended circulation"" (zurbriggen-2008, p.1)","PICOC[P=poliovirus en aguas; I=vigilancia; C=contexto país con IPV; O=sensibilidad de detección reducida] — ""the future expansion of the use of inactivated polio vaccine (IPV), which provides limited protection against infection, could contribute to reduced surveillance sensitivity"" (MasLago_2003, p.2)"
RES-ENT-05,Enterovirus,La deteccion ambiental de poliovirus es infrecuente y exige metodos sensibles,Asghar_2014,OK,,"""ES programs must be developed in a manner that is sensitive"" (asghar-2014)","PICOC[P=poliovirus ambiental; I=detección molecular (RT-PCR); C=vs cultivo celular; O=sensibilidad] — ""quantitative RT-PCR capable of amplifying all polioviruses through the use of degenerate (pan-poliovirus) primers has historically reported low sensitivity compared with that of cell culture"" (Shaw_2020, p.2)"
RES-RSV-01,RSV,Ausencia de caracterizacion coherente con requerimiento de >10.000 copias/mL,Le_2025,OK,,"""(>90% coverage) were obtained from 98% of samples with >10,000 copies/mL"" (s41598-025-20371-5, p.1)","PICOC[P=RSV; I=secuenciación/genoma completo; C=carga viral por copias/mL; O=genoma solo con >10.000 copias/mL, ninguno con <1.000] — ""Whole genomes (> 90% coverage) were obtained from 98% of samples with > 10,000 copies/mL, from 3/14 samples with 1,000–10,000 copies/mL, and from none with < 1,000 copies/mL."" (Le_2025, p.1)"
RES-RSV-02,RSV,"Senal de RSV sin caracterizacion reproduce asociacion via cuantificacion, no secuenciacion",Hughes_2022,OK,,"""its concentration in settled solids is strongly associated (Kendall's tau = 0.65-0.77, p<10-7) with clinical positivity rates for RSV"" (hughes-2022, p.1)","PICOC[P=RSV en aguas residuales; I=cuantificación por RT-qPCR; C=vs registro nacional de incidencia clínica; O=correlación positiva con incidencia] — ""reverse-transcription quantitative polymerase chain reaction (RT-qPCR). Respiratory syncytial virus wastewater data were positively correlated with the National Infectious Diseases Register-based sampling week incidence (correlation coefficient, CC min = 0.412, max = 0.865)"" (Lansivaara_2024, p.1)"
RES-COMP-01,Comparacion temporal,Ventanas con escaso solapamiento; SARS sem 3-9; enterovirus feb 2026; RSV mar-abr 2026,,SIN_FUENTE,,dato_propio,"PICOC[P=aguas residuales; I=vigilancia de virus respiratorios; O=ventana temporal de circulación; C=contexto estacional/circulación local por virus] — ""annual variation of the start and the end of the RSV season, it makes perfect sense that passive prophylaxis programs should be initiated according to the local RSV circulation pattern"" (Parkins_2023, p.33)"
RES-SINT-01,Sintesis,Recuperacion SARS en semanas de alta carga; Coxsackie A sin polio; RSV sin caract.; retrospectivas sin secuencia,,SIN_FUENTE,,dato_propio,"PICOC[P=aguas residuales; I=secuenciación (enriquecimiento/amplicón); O=recuperación de genoma según carga viral; C=contraste entre métodos según concentración] — ""the genome coverage breadth obtained for hybrid-capture enrichment was considerably more variable (Fig. 4a and b), likely dependent on the variable concentration of SARS-CoV-2 RNA in the samples"" (Child_2023, p.6)"
