id,subseccion,idea,citas,veredicto,idea_real_fuente,evidencia_textual,refuerzo_pico
MET-AMP-01,Amplificacion genomica multiplex de SARS-CoV-2,La amplificacion por paneles de amplicones aumenta la recuperacion de genoma a partir de ARN degradado o baja abundancia; la adaptacion de ARTIC a la matriz ambiental alcanza cobertura casi completa del genoma de SARS-CoV-2 a partir de cargas bajas,Barbe_2022;Child_2023;Crits_Christoph_2021,PARCIAL,"Barbe_2022 respalda ARTIC en aguas residuales con cobertura casi completa (hasta ~90%), pero solo evaluo cargas 1e4-1e6 (no cargas muy bajas). Child_2023 respalda que el metodo dirigido supera al metagenomico a bajas concentraciones. Crits-Christoph_2021 esta MAL ATRIBUIDO: no uso ARTIC sino un enfoque metatranscriptomico/oligo-captura, y ademas CONTRADICE 'cobertura casi completa a baja carga' (genomas completos solo con Ct<33).","""adapted to allow near-full genome coverage from sewage samples, starting from ~5% to reach ~90% at depth 30"" (barbe-2022/fmicb-13-889811, p.1); ""Tiled-PCR sequencing led to further improvements in genome coverage compared to hybrid capture"" (child-2023, p.1); ""Only samples with RT-qPCR CT values <33 (~25 genome copies/ul) yielded complete consensus genomes"" (crits-christoph-2021, p.3)","PICOC[P: SARS-CoV-2 y otros patogenos en aguas residuales; I: secuenciacion por amplicones solapados (tiled-PCR); C: vs enriquecimiento por hibridacion y metagenomica; O: mayor cobertura de genoma a baja carga; C: matriz ambiental degradada] — ""Tiled-PCR sequencing led to further improvements in genome coverage compared to hybrid capture for severe acute respiratory syndrome coronavirus 2, enterovirus D68, norovirus GII, and human adenovirus F41 in wastewater samples."" (Child_2023, p.1)"
MET-POLIO-01,Deteccion y amplificacion de poliovirus por PCR anidada de VP1,El protocolo DDNS amplifica la region VP1 mediante una PCR anidada seguida de secuenciacion Nanopore,Shaw_2020;Shaw_2022_protocol,OK,Shaw_2020 describe integramente el metodo (PCR anidada + nanopore de VP1); el acronimo 'DDNS' no aparece literalmente en Shaw_2020. Shaw_2022_protocol apunta al mismo PDF de Shaw_2020 en el mapa (posible duplicado).,"""We present a nested PCR and nanopore sequencing protocol that allows rapid (<3 days) and sensitive direct detection and sequencing of polioviruses in stool and environmental samples"" (shaw-2020, p.1)","PICOC[P: poliovirus en heces y muestras ambientales; I: PCR anidada de VP1 + secuenciacion Nanopore (DDNS); C: vs cultivo celular; O: secuencia VP1 completa en dias; C: confirmacion rapida] — ""(DDNS) of a nested VP1 PCR product direct from stool samples, observing a sensitivity of 88% to 99% across serotypes when compared to cell culture"" (Shaw_2022, p.2)"
MET-POLIO-02,Deteccion y amplificacion de poliovirus por PCR anidada de VP1,"La region VP1 es la diana de referencia para diferenciar poliovirus Sabin-like, salvaje y derivado de vacuna, y para establecer relaciones geneticas entre eventos ambientales",Asghar_2014;Zurbriggen_2008,PARCIAL,Zurbriggen_2008 respalda VP1 para caracterizar/diferenciar (Sabin-like/VDPV por %divergencia) y relaciones geneticas. Asghar_2014 usa VP1 para filogenia y relaciones geneticas pero NO enuncia explicitamente que VP1 diferencie las tres categorias (Sabin/salvaje/derivado).,"""Sequencing the complete viral protein 1 (VP1) capsid coding region... identified 3 Sabin type 1, 13 Sabin type 2, and 4 Sabin type 3 strains... VDPVs are defined as viruses with a 1 to 15% nucleotide sequence difference within the VP1 region"" (zurbriggen-2008, p.1); ""the genetic sequences of polioviruses isolated from ES are compared with those of isolates from clinical cases to evaluate the relationships"" (asghar-2014, abstract)","PICOC[P: poliovirus ambientales; I: secuenciacion de la region VP1 e ITD; C: entre cepas Sabin/derivadas; O: diferenciacion y clasificacion de cepas; C: pais con IPV] — ""Sequencing the complete viral protein 1 (VP1) capsid coding region, as well as intratypic differentiation (ITD), identified 3 Sabin type 1, 13 Sabin type 2, and 4 Sabin type 3 strains."" (Zurbriggen_2008, p.1)"
MET-POLIO-03,Deteccion y amplificacion de poliovirus por PCR anidada de VP1,La primera ronda de la PCR anidada emplea cebadores pan-enterovirus dirigidos a las regiones 5'NTR y Cre,Arita_2015,SIN_FUENTE,"Arita_2015 no esta en el repositorio. El contenido, sin embargo, si aparece respaldado en Shaw_2020 (citado en la seccion): pan-EV con primers 5'NCR y Cre-R.","""pan-EV entire capsid RT-PCR with Cre-R and 5=NCR primers in an RT-PCR"" (shaw-2020, p.6)","PICOC[P: enterovirus/poliovirus; I: primera ronda de PCR anidada con cebadores pan-enterovirus (5'NCR/Cre); C: —; O: amplificacion del capside previo a VP1; C: protocolo DDNS] — ""capsid RT-PCR with Cre-R and 5'NCR primers in an RT-PCR, followed by pan-PV PCR using Q8/Y7 VP1 primers (Data Set S1)."" (Shaw_2020, p.6)"
MET-POLIO-04,Deteccion y amplificacion de poliovirus por PCR anidada de VP1,"La segunda ronda amplifica VP1 con los cebadores Y7 (Kilpatrick) y Q8 (Yang), que pueden incorporar codigos de barras para simplificar la preparacion de bibliotecas",Kilpatrick_2011;Yang_1991;Shaw_2020;Shaw_2022_protocol,PARCIAL,"Kilpatrick_2011 (Y7) y Yang_1991 (Q8) NO estan en el repositorio (SIN_FUENTE). No obstante, los nombres Q8/Y7 y el uso de codigos de barras estan respaldados por Shaw_2020, que si esta en el repo y tambien se cita aqui.","""a second PCR using pan-poliovirus (pan-PV) primers Q8/Y7... we sought to reduce the time and cost for nanopore sequencing library preparation by modifying these primers with either the addition of a barcode adaptor (VP1-BCA) or barcode (VP1-barcode)"" (shaw-2020, p.3)","PICOC[P: poliovirus; I: segunda ronda de VP1 con cebadores Q8/Y7 modificados con codigos de barras; C: —; O: multiplexado y simplificacion de bibliotecas; C: secuenciacion Nanopore] — ""we sought to reduce the time and cost for nanopore sequencing library preparation by modifying these primers with either the addition of a barcode adaptor (VP1-BCA) or barcode (VP1-barcode) to allow immediate multiplexing of samples"" (Shaw_2020, p.3)"
MET-POLIO-05,Deteccion y amplificacion de poliovirus por PCR anidada de VP1,El enfoque molecular directo reduce los tiempos de confirmacion frente a los flujos de aislamiento viral y resulta adecuado para vigilancia ambiental con baja tasa de deteccion clinica,Shaw_2022,PARCIAL,"La reduccion de tiempos frente al aislamiento esta bien respaldada (35 dias a ~16 con DDNS; cultivo requiere >=6-14 dias). La 'adecuacion para vigilancia ambiental con baja deteccion clinica' no es el marco de este paper, centrado en confirmacion de VDPV2 a partir de heces/AFP.","""New VDPV2 outbreaks were confirmed a median of 35 days (27-60) after paralysis onset, which we estimate could be reduced to 16 days by DDNS (9-37)"" (shaw-2022/jiab518, p.1)","PICOC[P: poliovirus en muestras de heces y ambientales; I: deteccion molecular directa por PCR anidada + Nanopore; C: vs aislamiento en cultivo celular; O: reduccion de tiempos de confirmacion; C: vigilancia ambiental] — ""We present a nested PCR and nanopore sequencing protocol that allows rapid (<3 days) and sensitive direct detection and sequencing of polioviruses in stool and environmental samples."" (Shaw_2020, p.1)"
MET-RSV-01,Deteccion y amplificacion de RSV por PCR multiplex,La estrategia de amplicones solapados con secuenciacion por nanoporos ha sido validada para genomas completos de RSV en muestras clinicas y ambientales y recupera informacion de cargas variables,Le_2025,OK,,"""an integrated whole genome RSV amplification, sequencing and bioinformatics analysis method... suitable for patient samples as well as wastewater... 39 overlapping amplicons ~550 bp... Whole genomes (>90% coverage) were obtained from 98% of samples with >10,000 copies/mL, from 3/14 samples with 1,000-10,000 copies/mL, and from none with <1,000 copies/mL"" (le-2025/s41598-025-20371-5, p.1)","PICOC[P: RSV en muestras clinicas y ambientales; I: amplicones solapados + secuenciacion Nanopore; C: vs esquemas de amplicon largo/hibridacion; O: genomas completos con cargas variables; C: vigilancia clinica y ambiental] — ""we developed a short amplicon RSV sequencing protocol using nanopore sequencing that is effective for both patient samples as well as wastewater surveillance."" (Le_2025, p.2)"
MET-RSV-02,Deteccion y amplificacion de RSV por PCR multiplex,"La inclusion de cebadores para RSV-A y RSV-B atiende la diversidad de subgrupos y clados, que requiere referencias adecuadas para evitar la perdida de lecturas durante el mapeo",Le_2025,OK,,"""our own reference panel consisting of 10 RSV-A and 10 RSV-B references... the use of an incorrect RSV subtype as a reference in the ARTIC pipeline significantly reduced read mapping efficiency... usage of the wrong reference sequence leads to read alignment coverage dropouts"" (le-2025/s41598-025-20371-5, p.3)","PICOC[P: subgrupos RSV-A y RSV-B; I: esquema de cebadores pan-subtipo con referencia adecuada; C: entre subtipos/clados; O: evitar perdida de lecturas en el mapeo; C: diversidad de subgrupos] — ""evident that the use of an incorrect RSV subtype as a reference in the ARTIC pipeline significantly reduced read"" (Le_2025, p.3)"
MET-ELEC-01,Electroforesis y criterios de seleccion para secuenciacion,"Los productos ARTIC/VarSkip se evaluaron en gel de agarosa 1,5% con SYBR Safe como intercalante para visualizar el ADN",NEB_2021;Barbe_2022,FABRICANTE-OFICIAL,Paso de protocolo (visualizacion en gel). NEB_2021 = protocolo de fabricante; Barbe_2022 acompana como referencia metodologica del flujo ARTIC.,,"PICOC[P: productos de amplicones (ARTIC/VarSkip); I: electroforesis en gel de agarosa; C: —; O: verificacion de amplificacion exitosa; C: control de calidad pre-secuenciacion] — ""for successful amplification by agarose gel electrophoresis. PCR products for samples"" (Child_2023, p.15)"
MET-ELEC-02,Electroforesis y criterios de seleccion para secuenciacion,"Las muestras con amplificacion insuficiente o Cq tardio se descartaron o reprocesaron, dado que la baja carga viral limita la recuperacion de informacion genomica util",MejiaCalle_2024;Child_2023,OK,,"""untargeted shotgun sequencing was unsuitable for genomic monitoring of the low virus concentrations in wastewater samples analyzed in this study"" (child-2023, p.1); coverage ""significantly correlated with the Ct values from RT-qPCR"" (child-2023, p.6)","PICOC[P: virus a baja concentracion en aguas residuales; I: seleccion/descarte de muestras con baja amplificacion; C: metodo dirigido vs no dirigido; O: recuperacion de informacion genomica util; C: baja carga viral] — ""untargeted shotgun sequencing was unsuitable for genomic monitoring of the low virus concentrations in wastewater samples analyzed in this study."" (Child_2023, p.1)"
MET-BIBL-01,Preparacion de bibliotecas y secuenciacion por nanoporos,"Secuenciacion Oxford Nanopore con Native Barcoding Kit 96 V14 (SQK-NBD114.96) y celdas R10.4.1; end-repair, dA-tailing, barcoding nativo y limpieza con AMPure XP",ONT_2025;Barbe_2022,FABRICANTE-OFICIAL,Pasos de protocolo de preparacion de bibliotecas ONT. ONT_2025 = protocolo de fabricante; Barbe_2022 como referencia del flujo de secuenciacion por amplicones.,,"PICOC[P: amplicones de ADN; I: preparacion de bibliotecas ONT (end-repair, barcoding, limpieza); C: —; O: bibliotecas para secuenciacion; C: flujo de amplicones] — ""library preparation (addition of a purification step between the end-preparation and the barcoding reactions, adaptation of elution volumes to maximize recovery)."" (Barbe_2022, p.4)"
MET-BIBL-02,Preparacion de bibliotecas y secuenciacion por nanoporos,"La secuenciacion se ejecuto en GridION/MinION/PromethION con MinKNOW en tiempo real, habilitando basecalling, demultiplexacion y analisis posterior",ONT_2025;Dash_2024,FABRICANTE-OFICIAL,Descripcion de plataforma/software ONT (fabricante). Dash_2024 acompana como referencia general de NGS; no es afirmacion sustantiva discutible.,,"PICOC[P: bibliotecas multiplexadas; I: secuenciacion en plataformas ONT (MinION/GridION/PromethION); C: entre dispositivos por rendimiento; O: secuenciacion en tiempo real; C: laboratorio centralizado o portatil] — ""Devices capable of yielding higher throughputs than the MinION device, namely the GridION and the PromethION, are also available on the market."" (Dash_2024, p.110)"
MET-BIBL-03,Preparacion de bibliotecas y secuenciacion por nanoporos,Para poliovirus la preparacion de bibliotecas siguio las indicaciones del protocolo DDNS aplicables a los amplicones de VP1,Shaw_2020;Shaw_2022_protocol,OK,,"""we sought to reduce the time and cost for nanopore sequencing library preparation by modifying these primers with either the addition of a barcode adaptor (VP1-BCA) or barcode (VP1-barcode) to allow immediate multiplexing"" (shaw-2020, p.3)","PICOC[P: amplicones de VP1 de poliovirus; I: preparacion de bibliotecas segun protocolo DDNS; C: —; O: secuenciacion multiplexada portatil; C: MinION] — ""we have developed a nested PCR with time- and cost-saving barcoded primers that allows multiplex sample sequencing on a portable MinION sequencer."" (Shaw_2020, p.12)"
MET-BIOINF-01,Procesamiento y analisis bioinformatico,Para RSV la tipificacion se apoyo en flujos automatizados de genoma completo; para poliovirus el analisis se centro en la region VP1 (caracterizacion intratipica),Le_2025;Shaw_2020,OK,,"""a tailored analysis pipeline including automatic reference selection, consensus sequence generation and clade assignment via Nextclade"" (le-2025, p.1); ""nanopore (MinION) sequencing of the poliovirus VP1 region"" (shaw-2020, p.2)","PICOC[P: RSV (genoma completo) y poliovirus (VP1); I: flujos automatizados de tipificacion por amplicones; C: entre virus/regiones diana; O: caracterizacion genomica; C: secuenciacion ONT] — ""in this study offers a complete package to sequence RSV with an amplicon-based tiling approach using ONT."" (Le_2025, p.6)"
MET-BIOINF-02,Procesamiento y analisis bioinformatico,"La tasa de error de la secuenciacion por nanoporos y la complejidad de la matriz ambiental exigen un control de calidad estricto (cobertura, profundidad y % de nucleotidos indeterminados)",Dash_2024;Child_2023,OK,Child respalda el efecto de la matriz/carga en la calidad (cobertura correlacionada con Ct); Dash_2024 (verificado en el mapa) cubre la tasa de error de nanoporos.,"""significantly correlated with the Ct values from RT-qPCR"" (child-2023, p.6)","PICOC[P: lecturas de secuenciacion en matriz ambiental; I: control de calidad estricto; C: nanoporos vs otras plataformas NGS; O: manejo de la tasa de error; C: complejidad de aguas residuales] — ""One drawback of nanopore sequencing is its relatively high error rate."" (Dash_2024, p.364)"
MET-CTRL-01,"Controles de calidad, controles experimentales e interpretacion",Las PCR multiplex incluyeron controles positivos y negativos para verificar el desempeno de la reaccion,NEB_2021,FABRICANTE-OFICIAL,Buenas practicas del protocolo multiplex del fabricante (controles + y -).,,"PICOC[P: reaccion de PCR/ensayo viral; I: inclusion de controles positivos (sembrado) y negativos; C: control + vs control -; O: verificacion del desempeno; C: validacion metodologica] — ""each assay included unseeded primary concentrate as a negative control and experiments were seeded with PV1 at least an order of"" (Falman_2019, p.9)"
MET-CTRL-02,"Controles de calidad, controles experimentales e interpretacion","Las muestras con Cq tardio se trataron como evidencia de menor peso, dado que la baja carga, los inhibidores y el ARN degradado de las aguas residuales comprometen la amplificacion y la secuenciacion",Parkins_2023;MejiaCalle_2024,OK,,"""Inhibitory substances in the sample can suppress PCR amplification partially or completely, resulting in incorrect quantification or false-negative results"" (parkins-2023, p.19); ""Recovery of replication-competent viruses from wastewater is particularly challenging owing to rapid degradation over time, inhibitory chemicals in the wastewater matrix"" (parkins-2023, p.19)","PICOC[P: SARS-CoV-2 y otros virus en aguas residuales; I: interpretacion de Cq tardio con menor peso; C: —; O: amplificacion/secuenciacion comprometida; C: baja carga, inhibidores y ARN degradado] — ""Recovery of replication-competent viruses from wastewater is particularly challenging owing to rapid degradation over time, inhibitory chemicals in the wastewater matrix"" (Parkins_2023, p.19)"
MET-ETICA-01,Consideraciones eticas y de bioseguridad,"El analisis de aguas residuales a escala poblacional se evalua con los cuatro principios de la bioetica (autonomia, no maleficencia, beneficencia y justicia distributiva) y la caracterizacion de una poblacion grande con fines de salud publica no plantea objeciones eticas mayores",Subedi_2019,OK,Respaldo literal; el marco de los cuatro principios lo atribuye el capitulo de Subedi & Burgard a Hall et al. (ref.55) citado dentro del texto.,"""Their analysis considered the principles of respect for autonomy, nonmaleficence... beneficence... and distributive justice... When characterizing a large population with WBE for public health purposes, Hall et al. concluded that there were no major ethical concerns"" (subedi-2019, p.22)","PICOC[P: poblacion grande en aguas residuales a escala poblacional; I: analisis WBE con fines de salud publica; C: —; O: evaluacion bioetica sin objeciones mayores; C: cuatro principios de la bioetica] — ""Their analysis considered the principles of respect for autonomy, nonmaleficence (avoidance of harm or risk for participants), beneficence (benefits outweigh risks), and distributive justice (no groups are singled out)"" (Subedi_2019, p.19)"
MET-ETICA-02,Consideraciones eticas y de bioseguridad,"La cautela etica se limita a poblaciones pequenas o sensibles (prisiones, escuelas, centros de trabajo), donde un resultado agregado podria estigmatizar al grupo",Subedi_2019,OK,,"""they cautioned the use of wastewater sampling on small or sensitive populations, such as prisons, places of work, and schools, where indirect harms... could instigate policy measures that negatively affect the entire group"" (subedi-2019, p.22)","PICOC[P: poblaciones pequenas o sensibles; I: muestreo de aguas residuales; C: vs poblacion grande; O: riesgo de estigmatizacion del grupo; C: prisiones, trabajos, escuelas] — ""they cautioned the use of wastewater sampling on small or sensitive populations, such as prisons, places of work, and schools, where indirect harms, such as illicit drug use by some, could instigate policy measures that negatively affect the entire group."" (Subedi_2019, p.19)"
MET-ETICA-03,Consideraciones eticas y de bioseguridad,"El procesamiento se realizo conforme a practicas de bioseguridad acordes con material potencialmente infeccioso (EPP, cabinas de bioseguridad, descontaminacion)",WHO_2020,FABRICANTE-OFICIAL,"Documento oficial de bioseguridad de la OMS; guia procedimental, no afirmacion sustantiva verificable en el repositorio.",,"PICOC[P: material potencialmente infeccioso (SARS-CoV-2) en aguas residuales; I: procesamiento con practicas de bioseguridad; C: —; O: contencion del riesgo de manejo; C: requerimiento de instalacion BSL-3] — ""None of the reported studies to date have provided information on the percent recovery of SARS-CoV-2 from wastewater due to the risk associated with handling SARS-CoV-2 and the requirements for a BSL-3 facility."" (Ahmed_2020, p.7)"
