id,estado,evidencia_textual,refuerzo_pico,nota_contexto
INTROC-RSV-04,CORREGIDO,"""[RSV] is responsible for over 100,000 pediatric deaths worldwide each year"" (Zulli_2024)","""It is estimated that over 100,000 deaths of children under the age of five are attributed to RSV annually globally"" (Zambrana_2024, p.1)",Zulli dice mas de 100.000 muertes pediatricas mundiales sin restringir a menores de 5 (ese calificador aplica a hospitalizaciones/urgencias); el limite <5 lo sostiene Zambrana. Por eso la restriccion etaria debe atribuirse a Zambrana.
INTROC-RSV-05,CORREGIDO,"""there are now several preventive therapies approved... including monoclonal antibodies, palivizumab and nirsevimab, and maternal RSVpreF vaccine"" (Mercier_2025)","""In most countries, RSV exhibits a seasonal pattern; hence, maximizing the success of immunoprophylaxis with RSV monoclonal antibodies is dependent upon deployment programs being accurately aligned with the onset of community RSV prevalence."" (Mercier_2025, p.3)","Mercier respalda la inmunizacion pasiva (palivizumab, nirsevimab), la vacuna materna RSVpreF y la necesidad de vigilancia para alinear la inmunoprofilaxis con la circulacion comunitaria; NO trata la diversidad de subgrupos RSV-A/B que agrega la idea."
INTROC-RSV-06,CONFIRMADO,"""its concentration in settled solids is strongly associated (Kendall's tau = 0.65-0.77, p < 10-7) with clinical positivity rates for RSV"" (Hughes_2022)","""We further show that its concentration in settled solids is strongly associated (Kendall's tau = 0.65-0.77, p < 10-7) with clinical positivity rates for RSV at sentinel laboratories across the state in 2021..."" (Hughes_2022, p.1)",Hughes establece la asociacion entre ARN de RSV en solidos sedimentados y la positividad clinica con Kendall tau 0.65-0.77; respalda la idea verbatim.
INTROC-RSV-07,CONFIRMADO,"""concentrations in wastewater solids from 176 sites during the 2022-2023 Season"" / ""Concentrations ranged from undetectable to 10^7 copies per gram"" / ""RSV RNA concentration aggregated at state and national levels correlated with infection positivity and hospitalization rates"" (Zulli_2024)","""We measured RSV RNA concentrations in wastewater solids from 176 sites during the 2022-2023 RSV season and compared those to publicly available RSV infection positivity and hospitalization rates."" (Zulli_2024, p.1)","Zulli extiende la deteccion a 176 sitios de EEUU (2022-2023), con concentraciones hasta 10^7 copias/g correlacionadas con positividad y hospitalizacion a escala estatal y nacional; respalda la idea."
INTROC-RSV-08,CONFIRMADO,"""150 samples... from ten wastewater treatment plants that cover 40% of the Finnish population"" / ""correlation coefficient, CC min = 0.412, max = 0.865"" / ""When the register-based incidence of respiratory syncytial virus was at least four cases/100,000 persons/sampling week, it was detected in all wastewater samples"" (Lansivaara_2024)","""Respiratory syncytial virus wastewater data were positively correlated with the National Infectious Diseases Register-based sampling week incidence (correlation coefficient, CC min = 0.412, max = 0.865)... When the register-based incidence... was at least four cases/100,000 persons/sampling week, it was detected in all wastewater samples."" (Lansivaara_2024, p.1)","Lansivaara evalua vigilancia nacional en Finlandia (10 plantas, 40% de la poblacion), correlaciones 0.412-0.865 y deteccion en todas las muestras al superar 4 casos/100.000/semana; respalda la idea (nota: 150 muestras mensuales)."
INTROC-RSV-09,CONFIRMADO,"""Whole genomes (> 90% coverage) were obtained from 98% of samples with > 10,000 copies/mL"" y ""the RSVTyper aligns all reads against a panel of RSV-A and RSV-B"" con seleccion automatica de referencia (Le_2025, s41598-025-20371-5)","""243 RSV isolates from 2008 to 2025 and wastewater samples from 2023/2024 were amplified in a multiplex tiling PCR... and sequenced with Oxford Nanopore Technologies... analyzed with the RSVTyper pipeline, a tailored analysis pipeline including automatic reference selection, consensus sequence generation and clade assignment via Nextclade."" (Le_2025, p.1)","Le desarrolla amplificacion+WGS Nanopore para muestras clinicas y de aguas residuales, con alta cobertura sobre 10.000 copias/mL, e integra en RSVTyper la seleccion automatica de referencia y asignacion de subgrupo/clado; respalda la idea."
INTROC-RSV-10,CONFIRMADO,"""the proportion of RSV A to total RSV (RSV A + RSV B) in each wastewater sample (PA,WW)"" / ""A median PA,WW of 0.00 in the first season and 0.58 in the second season indicated a temporal shift"" / ""The same subtype predominated in wastewater and clinical samples"" (Zambrana_2024)","""We determined the predominant subtype for each group using the proportion of RSV A to total RSV (RSV A + RSV B) in each wastewater sample (PA,WW) and conducted a comparative analysis temporally, spatially, and against clinical specimens."" (Zambrana_2024, p.1)",Zambrana mide la proporcion RSV-A/RSV total en solidos de aguas residuales y reproduce los cambios temporales/espaciales de subgrupos observados en muestras clinicas; respalda la idea.
INTROC-RSV-11,CONFIRMADO,"""More than 90% of RSV related childhood mortality occur in low- and middle-income countries (LMICs), however only 14.8% of publicly available RSV sequences were from patients recruited in LMICs"" (Le_2025)","""More than 90% of RSV related childhood mortality occur in low- and middle-income countries (LMICs), however only 14.8% of publicly available RSV sequences were from patients recruited in LMICs."" (Le_2025, p.8)","Le documenta que solo el 14,8% de las secuencias publicas de RSV provienen de LMIC pese a concentrar >90% de la mortalidad infantil; respalda la subrepresentacion de datos genomicos."
INTROC-ENT-01,CONFIRMADO,"""Enteroviruses (EV) are non-enveloped viruses with a single-stranded RNA of positive [polarity]"" y ""Picornaviridae, genus Enterovirus (EV), which includes 15 species"" y ""EVs are excreted mainly in the feces for several weeks"" (Kissova_2022, viruses-14-01599)","""Enteroviruses (EVs) are members of the Picornaviridae family, with over 110 types known to infect humans, belonging to species A-D."" (Bubba_2023, p.1)","Kissova define enterovirus como Picornaviridae sin envoltura, ARN(+), con serotipos excretados en heces; Bubba refuerza >110 tipos humanos. Respaldan la idea."
INTROC-ENT-02,CONFIRMADO,"""single RNA strand of positive polarity of about 7500 nucleotides"" / ""60 protomers each containing a single copy of each of the four capsid proteins (VP1 to VP4) arranged in icosahedral symmetry"" / ""three serotypes based on specific neutralization"" / ""to bind CD155... as a receptor for cell entry"" / ""fecal-oral, and the virus replicates efficiently in the intestinal tract with shedding in feces typically lasting for 2-4 weeks"" (Martin_2016)","""The viral genome of poliovirus consists of a single RNA strand of positive polarity of about 7500 nucleotides... The virus particle consists of 60 protomers each containing a single copy of each of the four capsid proteins (VP1 to VP4) arranged in icosahedral symmetry."" (Martin_2016, p.6)","Martin_2016 detalla genoma ssRNA(+) ~7500 nt, capside de 60 protomeros VP1-VP4, tres serotipos por neutralizacion, receptor CD155, transmision fecal-oral y excrecion de 2-4 semanas; respalda la idea integramente."
INTROC-ENT-03,CONFIRMADO,"""Polioviruses are enteric viruses that cause paralytic poliomyelitis in less than 0.5 % of infections and are asymptomatic in >90 % infections of naive hosts"" y ""the very low morbidity to infection ratio (<1:200)"" (Martin_2016) y ""the goal of ES... is to complement disease-based AFP surveillance"" (Asghar_2014)","""Polioviruses are enteric viruses that cause paralytic poliomyelitis in less than 0.5 % of infections and are asymptomatic in >90 % infections of naive hosts. Environmental surveillance monitors polio in populations rather than in individuals."" (Martin_2016, p.68)","Martin cifra la paralisis en <0.5% de las infecciones (>90% asintomaticas), lo que limita la vigilancia clinica; Asghar situa la vigilancia ambiental como complemento de la AFP dentro de la GPEI. Respaldan la idea."
INTROC-ENT-04,CONFIRMADO,"""Poliovirus was isolated from children through week 7, suggesting that viral shedding reached undetectable levels between weeks 8 and 14. The last virus-positive wastewater sample was collected during week 15."" (MasLago_2003, lago2003)","""Poliovirus was isolated from children through week 7, suggesting that viral shedding reached undetectable levels between weeks 8 and 14. The last virus-positive wastewater sample was collected during week 15."" (MasLago_2003, p.1)","En La Habana, tras la campana, el poliovirus dejo de aislarse en heces tras la semana 7 pero persistio en aguas residuales hasta la semana 15 (unas ocho semanas mas); respalda la idea verbatim."
INTROC-ENT-05,CONFIRMADO,"""regain replicative fitness (64) and to revert to the virulent phenotype with an increased possibility of causing neurologic disease"" (Zurbriggen_2008)","""ES can also assist in the detection of vaccine-derived polioviruses (VDPVs); such strains, although rare, arise from multiple genetic reversions and sustained transmission over time of the attenuated polioviruses found in oral poliovirus vaccine (OPV), especially in areas with suboptimal vaccine coverage."" (Asghar_2014, p.2)",Zurbriggen sostiene que los poliovirus atenuados de OPV pueden recuperar aptitud replicativa y revertir al fenotipo virulento; Asghar refuerza el origen de los VDPV por reversiones multiples y transmision sostenida. Respaldan la idea.
INTROC-ENT-06,CONFIRMADO,"""isolates that display <1% nucleotide sequence difference from the parental vaccine strain are defined as vaccine- or Sabin-like"" y ""VDPVs are defined as viruses with a 1 to 15% nucleotide sequence difference within the VP1 region"" (Zurbriggen_2008)","""VDPVs are defined as viruses with a 1 to 15% nucleotide sequence difference within the VP1 region compared to the parental Sabin vaccine strain of the same type... Viral isolates that display <1% nucleotide sequence difference from the parental vaccine strain are defined as vaccine- or Sabin-like (SL)."" (Zurbriggen_2008, p.2)",Zurbriggen define la clasificacion por diferencia de VP1 frente a Sabin: <1% Sabin-like y 1-15% VDPV; respalda la idea verbatim.
INTROC-ENT-07,CONFIRMADO,"""A total of 20 out of 174 (11.5%) wastewater samples were positive... recovery of 62 poliovirus strains"" / ""two sewage treatment plants located in the Zurich area were sampled from 2004 to 2006"" / ""In 2004, there was a switch to the IPV-only"" / ""Three-quarters of the strains showed mutations... associated with reversion"" (Zurbriggen_2008)","""A total of 20 out of 174 (11.5%) wastewater samples were positive for any poliovirus isolation and resulted in recovery of 62 poliovirus strains, namely, 46 from 2004 to 2005 and 16 in 2006."" (Zurbriggen_2008, p.3)","Zurbriggen recupero 62 aislamientos Sabin-like en 20/174 muestras de la region de Zurich (2004-2006), con Suiza en esquema IPV desde 2004 y tres cuartas partes con mutaciones de reversion; respalda la idea."
INTROC-ENT-08,CONFIRMADO,"""Enteroviruses in the Slovak Republic in 1963-2019"" y ""We found that 1015 isolated PVs were of vaccine origin, called Sabin-like"" (Kissova_2022, viruses-14-01599)","""Of these, 1062 were PVs, WPVs were not found. We found that 1015 isolated PVs were of vaccine origin, called Sabin-like (isolates PV1-SL 285, PV2-SL 293, PV3-SL 257)."" (Kissova_2022, p.4)","Kissova documenta la vigilancia ambiental de poliovirus/enterovirus no polio en Eslovaquia 1963-2019, con 1015 aislamientos de poliovirus de origen vacunal y sin poliovirus salvaje; respalda la idea (mas de mil aislamientos vacunales)."
INTROC-ENT-09,CONFIRMADO,"""118 genetically linked poliovirus isolates related to the serotype 2 Sabin vaccine strain were detected in 21 of 52 sequential sewage samples collected in London between Feb 8 and July 4, 2022"" / ""have lost two key attenuating mutations"" / ""an increasing proportion (20 of 118) meet the criterion for a vaccine-derived poliovirus"" / ""inactivated polio vaccine... among children aged 1-9 years"" (Klapsa_2022, PIIS0140673622018049)","""118 genetically linked poliovirus isolates related to the serotype 2 Sabin vaccine strain were detected in 21 of 52 sequential sewage samples collected in London between Feb 8 and July 4, 2022."" (Klapsa_2022, p.1)","Klapsa detecto 118 aislamientos ligados de poliovirus tipo 2 Sabin en el alcantarillado de Londres (feb-jul 2022), con perdida de dos mutaciones atenuantes, proporcion creciente que cumple criterio de VDPV y campana de IPV en ninos de 1-9 anos; respalda la idea."
INTROC-ENT-10,CONFIRMADO,"""In 2024, circulating vaccine-derived poliovirus type 2 (cVDPV2) was detected in wastewater samples in Finland, Germany, Poland, Spain and the United Kingdom"" y ""All cVDPV2 strains were genetically related to each other"" (Bottcher_2025, eurosurv-30-3-1)","""In 2024, circulating vaccine-derived poliovirus type 2 (cVDPV2) was detected in wastewater samples in Finland, Germany, Poland, Spain and the United Kingdom (UK)."" (Bottcher_2025, p.1)","Bottcher reporta la deteccion de cVDPV2 en aguas residuales de cinco paises europeos en 2024, con cepas geneticamente relacionadas entre si; respalda la idea (alerta en territorios con alta capacidad de vigilancia)."
INTROC-ENT-11,CONFIRMADO,"""This Review includes 26 separate events... that occurred between 2013 and 2025, across 21 countries"" y ""often in the absence of paralytic cases"" (Lesenfants_2026, 1-s2.0-S2468266726000514)","""This Review includes 26 separate events (appendix p 40) that occurred between 2013 and 2025, across 21 countries representing all six WHO regions."" (Lesenfants_2026, p.2)","La revision sistematica contabiliza 26 detecciones ambientales de poliovirus en 21 paises (2013-2025), muchas sin casos de paralisis asociados; respalda la idea."
INTROC-ENT-12,CONFIRMADO,"""genetic sequencing may allow the ability to trace the origin of polioviruses to other circulating polioviruses with similar sequences"" (Asghar_2014) y ""The gene coding for capsid VP1... identify genetic linkage between different poliovirus isolates"" (Klapsa_2022)","""the genetic typing is based on the sequences obtained from the VP1 capsid protein coding region and these sequences can be used for molecular epidemiological analysis besides to the identification of the type of the virus."" (Martin_2016, p.33)",Asghar y Klapsa fundan la diferenciacion intratipica y la secuenciacion de VP1 para establecer relaciones geneticas e inferir el origen de un aislamiento; Martin refuerza el uso de VP1 en epidemiologia molecular. Respaldan la idea.
INTROC-ENT-13,CONFIRMADO,"""VDPV2 confirmation in 525 stools required a median of 49 days from paralysis onset"" / ""New VDPV2 outbreaks were confirmed a median of 35 days... which we estimate could be reduced to 16 days by DDNS"" / ""[DDNS] can be performed in only 3 days"" (Shaw_2022, jiab518)","""New VDPV2 outbreaks were confirmed a median of 35 days (27-60) after paralysis onset, which we estimate could be reduced to 16 days by DDNS (9-37)."" (Shaw_2022, p.1)","Shaw cuantifica que la confirmacion tradicional de brotes de VDPV2 tarda semanas (35 dias) y estima que la deteccion directa por secuenciacion Nanopore (DDNS, 3 dias de analisis) reduce el tiempo a 16 dias; respalda la idea."
