id,refuerzo_pico
INTROD-Secuenciacion-01,"PICOC[P: ADN/ARN; I: secuenciacion Sanger (1a gen); C: vs NGS; O: longitud util limitada; C: estandar previo] — ""the method has some limitations, such as poor quality in the first 15-40 bases of the sequence due to primer binding, deteriorating quality of sequencing reads after 700-900 bases"" (Dash_2024, p.61)"
INTROD-Secuenciacion-02,"PICOC[P: genomas; I: NGS masivamente paralela; O: reconstruccion bioinformatica contra referencia; C: analisis de secuencias] — ""All NGS platforms perform the sequencing of millions of small fragments of DNA in parallel. Bioinformatics analyses are then used to piece together these fragments by mapping the individual reads to the human reference genome"" (Dash_2024, p.84)"
INTROD-Secuenciacion-03,"PICOC[P: muestra mezcla; I: secuenciacion profunda (NGS); C: vs Sanger; O: deteccion de variantes a menor frecuencia alelica; C: analisis genomico] — ""Additional advantages of NGS include lower sample input requirements, higher accuracy, and the ability to detect variants at lower allele frequencies than with Sanger sequencing"" (Dash_2024, p.61)"
INTROD-Secuenciacion-04,"PICOC[P: acidos nucleicos; I: NGS por longitud de lectura; C: 2a gen (lectura corta) vs 3a gen (lectura larga); O: fragmentos largos sin PCR; C: tecnologias NGS] — ""long reading is possible with third-generation sequencing. It is faster than the systems of second-generation technology and allows the study of long DNA fragments without the need for amplification in PCR"" (Dash_2024, p.100)"
INTROD-Nanopore-01,"PICOC[P: acido nucleico; I: nanoporo ONT (MinION); O: senal por cambio de corriente ionica, lecturas largas; C: dispositivo portatil] — ""In 2014, Oxford Nanopore Technologies released the MinION platform based on the transport of DNA through a nanopore membrane embedded in a lipid bilayer or a synthetic polymer... The detection principle of nanopore systems is based on the ion current changing, which is generated when a charged molecule passes through the membrane"" (Dash_2024, p.65)"
INTROD-Nanopore-02,"PICOC[P: SARS-CoV-2 en muestras pasivas; I: secuenciacion Nanopore + asignacion de linajes; O: variantes de Omicron; C: PTAR Quitumbe] — ""multiplex PCR was used for sequencing with Oxford Nanopore Technology. Bioinformatic analysis was conducted using Freyja. Results: A predominance of the Omicron variant was observed, with lineages such as HN.1, EG.5.1.6, XBB.1.5.1.5, and HV.1 detected"" (MejiaCalle_2024, p.10)"
INTROD-Nanopore-03,"PICOC[P: poliovirus en alcantarillado; I: protocolos Nanopore de genoma completo; O: aislamientos geneticamente vinculados; C: Londres] — ""We additionally implemented direct molecular detection and determined whole-genome sequences of every isolate using novel nanopore protocols. Findings 118 genetically linked poliovirus isolates related to the serotype 2 Sabin vaccine strain were detected in 21 of 52 sequential sewage samples collected in London"" (Klapsa_2022, p.1)"
INTROD-Nanopore-04,"PICOC[P: poliovirus/muestras ambientales; I: DDNS Nanopore; C: vs cultivo celular; O: acortar confirmacion; C: respuesta a brote] — ""The rapid turnaround of DDNS allows for multiple samples to be processed prior to a sequencing result being available via cell culture"" (Shaw_2022, p.9)"
INTROD-Nanopore-05,"PICOC[P: RSV en aguas; I: Nanopore/amplicones; O: genomas completos con carga >10 000 copias/mL; C: RSVTyper] — ""Whole genomes (> 90% coverage) were obtained from 98% of samples with > 10,000 copies/mL, from 3/14 samples with 1,000-10,000 copies/mL, and from none with < 1,000 copies/mL"" (Le_2025, p.1)"
INTROD-Nanopore-06,"PICOC[P: lecturas Nanopore; I: secuenciacion de tercera generacion; C: vs lectura corta; O: mayor tasa de error cruda; C: control de calidad/consenso] — ""One drawback of nanopore sequencing is its relatively high error rate"" (Dash_2024, p.364)"
INTROD-Nanopore-07,"PICOC[P: virus en aguas; I: amplicones/secuenciacion; O: ARN fragmentado limita amplificacion; C: muestras de aguas residuales] — ""may have been caused by nucleic acid degradation in wastewater samples, which can restrict the contiguous binding of primer pairs to DNA/cDNA fragments"" (Child_2023, p.11)"
INTROD-Variabilidad-01,"PICOC[P: SARS-CoV-2/comunidad; I: vigilancia genomica de aguas (Freyja); C: vs clinica; O: estimacion de mezclas de linajes; C: campus/condado] — ""The relative abundances of each of the variants were within twofold of prevalence estimates observed in clinical nasal swab data, suggesting that Freyja effectively identifies prevalence even for closely related lineages"" (Karthikeyan_2022, p.5)"
INTROD-Variabilidad-02,"PICOC[P: RSV; I: clasificacion por subgrupo/clado; O: dependencia de referencia adecuada; C: RSVTyper] — ""To prevent incorrect G gene calling, an additional reference selection step was added into the workflow, choosing either a reference containing or lacking the G gene duplication. As we observed differences in generated consensus sequences depending on the reference used"" (Le_2025, p.3)"
INTROD-Variabilidad-03,"PICOC[P: poliovirus tipo 2; I: comparacion de cambios en VP1; C: Sabin-like vs VDPV; O: clasificacion de cepas; C: alcantarillado de Londres] — ""Most type 2 poliovirus isolates (n=98) are defined as vaccine-like poliovirus (fewer than six nucleotide changes in VP1 region), but some (n=20) are classified as vaccine-derived type 2 poliovirus containing between six and ten nucleotide changes in the VP1 region from the Sabin 2 vaccine strain"" (Klapsa_2022, p.5)"
INTROD-Variabilidad-04,"PICOC[P: virus en aguas; I: secuenciacion genomica; O: criterio de amplitud de cobertura para reportar; C: WBE] — ""Only viral genomes with at least 10% breadth of genomic coverage obtained were reported"" (Crits_Christoph_2021, p.7)"
INTROD-Variabilidad-05,"PICOC[P: SARS-CoV-2/aguas; I: seleccion por Cq/secuenciacion; O: exclusion de linajes de baja abundancia; C: muestras de baja carga] — ""the Ct values used to select sequenced samples likely prioritized those with higher viral loads, which may have excluded low-abundance lineages"" (MejiaCalle_2024, p.60)"
INTROD-Bioinformatica-01,"PICOC[P: datos de secuenciacion; I: herramientas bioinformaticas; O: calidad, alineamiento, ensamblaje, procesamiento; C: plataformas NGS] — ""the differences among NGS platforms in terms of data format, length of reads, etc. result in the need for diversity in bioinformatics tools to be used for sequence quality scoring, alignment, assembly, and data processing"" (Dash_2024, p.77)"
INTROD-Bioinformatica-02,"PICOC[P: virus de multiples individuos; I: analisis de aguas residuales; O: mezclas de genomas en una sola matriz; C: comunidad] — ""Wastewater systems aggregate stool, urine and other biological waste products carrying viruses from multiple infected individuals in the community in a single location, allowing for sampling of virus mixtures"" (Karthikeyan_2022, p.3)"
INTROD-Procesamiento-01,"PICOC[P: lecturas crudas; I: flujo de procesamiento NGS; O: basecalling, QC, mapeo/ensamblaje; C: de novo vs resequencing] — ""The major steps for sequencing are similar for all these platforms: Construction and amplification of DNA templates; distribution of templates on a solid support; sequencing and imaging; base calling, quality control; and analysis of data. In regard to operation, two major approaches are taken by NGS: de novo sequencing and resequencing"" (Dash_2024, p.279)"
INTROD-Procesamiento-02,"PICOC[P: lecturas ONT; I: basecalling previo; O: traduccion de senal a secuencia; C: nanoporo] — ""the obtained current profile, called a 'squiggle', can be translated to a nucleotide sequence... This process is called base calling and is performed by machine learning algorithms"" (Dash_2024, p.111)"
INTROD-Procesamiento-03,"PICOC[P: virus humanos en aguas; I: metagenomica vs captura hibrida vs PCR dirigida; C: entre metodos; O: diferencias marcadas en cobertura; C: WBE] — ""Hybrid-capture enrichment improves genome coverage and increases the sensitivity of metagenomic sequencing of viruses in wastewater"" (Child_2023, p.5)"
INTROD-Procesamiento-04,"PICOC[P: SARS-CoV-2/aguas; I: estimacion de linajes (Freyja); O: rendimiento en muestras de carga alta; C: PTAR Quitumbe] — ""this study did not detect cryptic lineages, which may be attributed to technical factors such as the prioritization of samples with higher viral loads (Ct values)"" (MejiaCalle_2024, p.61)"
INTROD-Procesamiento-05,"PICOC[P: aguas residuales; I: registro de metadatos por analisis; O: aseguramiento de calidad e interpretacion; C: comparacion entre muestras] — ""collection and use of wastewater-associated 'metadata' are often useful during quality assurance and data interpretation... Typical metadata include sample location, collection date and time"" (Parkins_2023, p.10)"
INTROD-CaractGenetica-01,"PICOC[P: virus en muestras mixtas; I: Freyja (bioinformatica); O: estimacion de proporciones de linajes; C: aguas residuales] — ""Our method, Freyja, deconvolutes these information-rich mixtures of virus lineages"" (Karthikeyan_2022, p.7)"
INTROD-CaractGenetica-02,"PICOC[P: SARS-CoV-2/datos ambientales; I: Freyja; O: asignacion de linajes de Omicron; C: PTAR Quitumbe] — ""multiplex PCR para secuenciacion con Oxford Nanopore Technology y los datos bioinformaticos fueron analizados en Freyja. Resultados: Se observo un predominio de la variante omicron"" (MejiaCalle_2024, p.8)"
INTROD-CaractGenetica-03,"PICOC[P: SARS-CoV-2/aguas de la region; I: secuenciacion genomica; O: variantes prevalentes con cobertura suficiente; C: California] — ""The results demonstrate genomic accuracy for recovery of consensus SARS-CoV-2 genomes so long as sufficient coverage is achieved in metatranscriptomic data sets. Identification of alternative SARS-CoV-2 variants in wastewater populations recovers locally reported clinical genotypes"" (Crits_Christoph_2021, p.4)"
INTROD-CaractGenetica-04,"PICOC[P: RSV; I: RSVTyper; O: deteccion automatica de subgrupo y seleccion de referencia; C: pipeline bioinformatico] — ""the RSVTyper pipeline, a tailored analysis pipeline including automatic reference selection, consensus sequence generation and clade assignment via Nextclade"" (Le_2025, p.1)"
INTROD-CaractGenetica-05,"PICOC[P: poliovirus/aguas; I: secuenciacion de VP1; O: identificacion de cepas relacionadas; C: vigilancia ambiental] — ""Phylogenetic analysis of complete VP1 sequences of viruses isolated from sewage samples in Mumbai and AFP cases in the country showed that viruses are exchanged between the commercial capital of India (Mumbai) and the other states"" (Asghar_2014, p.7)"
INTROD-CaractGenetica-06,"PICOC[P: variante minoritaria; I: controles bioinformaticos; O: reducir reportes por error/contaminacion; C: secuenciacion] — ""sequencing or demultiplexing errors can occur, and one way to evaluate this is by using bioinformatic negatives, which consist of using barcode/indices combinations different than the ones used for samples"" (Dash_2024, p.519)"
INTROD-Interpretacion-01,"PICOC[P: SARS-CoV-2/aguas; I: senal RT-qPCR; O: valor de tendencias/correlacion; C: comparaciones bajo condiciones similares] — ""Several studies have demonstrated that hospitalization rates correlate strongly with SARS-CoV-2 RNA measured in associated sewersheds, providing a variable lead time"" (Parkins_2023, p.6)"
INTROD-Interpretacion-02,"PICOC[P: virus en aguas; I: metagenomica shotgun vs metodos dirigidos; C: sin/ con enriquecimiento; O: sensibilidad vs conocimiento previo del genoma; C: WBE] — ""This demonstrates the potential for this technique to be used for genomic surveillance of multiple pathogens of interest simultaneously, although this still requires prior knowledge of the targeted viral genomes"" (Child_2023, p.12)"
INTROD-Interpretacion-03,"PICOC[P: SARS-CoV-2/aguas; I: RT-qPCR y cambio de cebadores; O: menor exito de secuenciacion y asignacion afectada; C: PTAR Quitumbe] — ""Cabe destacar que la metodologia utilizada es altamente sensible a los cambios en los cebadores. Entre marzo y julio de 2024, los resultados no coincidieron con las muestras clinicas, ya que, aunque el SARS-CoV-2 seguia siendo detectable, solo se identificaron secuencias conservadas"" (MejiaCalle_2024, p.9)"
INTROD-Interpretacion-04,"PICOC[P: poblacion conectada al alcantarillado; I: vigilancia de aguas; O: senal integrada de circulacion; C: cuenca urbana] — ""they are held within geographically defined water catchment areas (watersheds) to which whole populations contribute"" (Sims_2020, p.5)"
