id,subseccion,idea,citas,veredicto,idea_real_fuente
INTROA-PRO-08,Problematica,En Quitumbe: muestreo pasivo 24h semanal; N1/N2 en todas; Nanopore/Omicron; JN.1 en aguas antes que clinica,MejiaCalle_2024,OK,
INTROA-PRO-09,Problematica,Sims situa la EBAR a escala comunitaria; Parkins la consolida tras la pandemia,Sims_2020;Parkins_2023,OK,
INTROB-VBAR-01,Vigilancia basada en aguas residuales,"El punto de muestreo define qué grupo de la población está representado, el alcance de la vigilancia y el tipo de información para la toma de decisiones (L27).",Parkins_2023,OK,La representatividad poblacional depende del punto de muestreo y del catchment.
INTROB-VBAR-02,Vigilancia basada en aguas residuales,La vigilancia ambiental de poliovirus se incorporó como complemento de la vigilancia de parálisis flácida aguda porque detecta circulación viral aun cuando no se reportan casos paralíticos (L29).,Asghar_2014,OK,La vigilancia ambiental complementa la vigilancia clínica de AFP detectando circulación en comunidades.
INTROB-VBAR-03,Vigilancia basada en aguas residuales,"El material viral es una parte diminuta frente al agua, sólidos, bacterias, inhibidores y ácidos nucleicos degradados; esa matriz ambiental compleja dificulta la detección y la secuenciación (L31).","Child_2023,Parkins_2023",OK,Las muestras dominadas por material bacteriano reducen la recuperación de genomas virales; la matriz requiere concentración y remoción de inhibidores.
INTROB-VBAR-04,Vigilancia basada en aguas residuales,"El caudal, la dilución por lluvias o infiltración, los aportes industriales, el tamaño de la población conectada y los tiempos de residencia alteran la concentración aparente; la estabilidad del ARN y los inhibidores afectan la recuperación (L33).",Parkins_2023,OK,"Factores extrínsecos (dilución, caudal) e intrínsecos (biomarcadores fecales) modulan la señal antes de compararla con datos clínicos."
INTROB-VBAR-05,Vigilancia basada en aguas residuales,La normalización con PMMoV —virus de plantas que llega al intestino humano a través de los alimentos y se elimina en las heces— mejora la interpretación de las concentraciones virales (L33).,Hughes_2022,PARCIAL,"Hughes usa PMMoV como control interno de recuperación y de fuerza fecal, sin describir su origen vegetal ni su ruta dietética."
INTROB-VBAR-06,Vigilancia basada en aguas residuales,"Los resultados de aguas residuales informan presencia, tendencias temporales y variaciones relativas en la población, sin estimar directamente el número de casos clínicos individuales (L33).",Parkins_2023,OK,"Los datos de aguas residuales se interpretan como tendencias poblacionales, no como recuento de casos."
INTROB-IMP-01,Importancia y aplicaciones,La vigilancia basada en aguas residuales se formalizó en 2001 como una lectura no invasiva del estado de una comunidad (L37).,Subedi_2019,OK,La WBE fue propuesta en 2001 por Daughton como herramienta no intrusiva del uso comunitario a partir del alcantarillado.
INTROB-IMP-02,Importancia y aplicaciones,El poliovirus se vigila en el alcantarillado de Israel desde 1989 (L37).,Subedi_2019,OK,Poliovirus monitorizado en alcantarillado de Israel desde 1989.
INTROB-IMP-03,Importancia y aplicaciones,"Por esta vía se han detectado además enterovirus, norovirus, astrovirus, virus de la hepatitis y, más recientemente, el virus del Ébola (L37).",Subedi_2019,PARCIAL,"La fuente enumera parechovirus (no enterovirus), norovirus, astrovirus, hepatitis y, muy recientemente, virus del Ébola."
INTROB-IMP-04,Importancia y aplicaciones,"Las aguas residuales concentran microorganismos excretados por personas conectadas al alcantarillado, incluidas las asintomáticas o que aún no han buscado atención, aportando una señal poblacional originada fuera del circuito clínico (L39).",Sims_2020,OK,"Las muestras clínicas cubren solo a la fracción enferma; muchos portadores son asintomáticos, por lo que la WBE aporta información de escala poblacional."
INTROB-IMP-05,Importancia y aplicaciones,Esta propiedad se aplica a agentes de excreción fecal (enterovirus) y se ha extendido a virus respiratorios cuyo material genético llega al alcantarillado (L39).,Parkins_2023,OK,"La vigilancia por aguas residuales se extendió a virus respiratorios (influenza, RSV, coronavirus)."
INTROB-IMP-06,Importancia y aplicaciones,"En Australia, Ahmed et al. confirmaron que el ARN viral es detectable en aguas residuales aún no tratadas (L41).",Ahmed_2020,OK,Primera detección confirmada de SARS-CoV-2 en aguas residuales no tratadas en Australia.
INTROB-IMP-07,Importancia y aplicaciones,"En Países Bajos, Medema et al. confirmaron que el ARN viral es detectable en aguas residuales (L41).",Medema_2020,SIN_FUENTE,No verificable: el PDF no está en Recursos/fuentes/.
INTROB-IMP-08,Importancia y aplicaciones,"En Calgary, el seguimiento de tres plantas y seis barrios durante un año encontró correlaciones fuertes entre la abundancia de N1 y N2 y los casos detectados (L41).",Acosta_2022,OK,Monitoreo de 3 WWTP y 6 barrios; correlaciones fuertes entre N1/N2 y carga clínica regional.
INTROB-IMP-09,Importancia y aplicaciones,"En Bangkok, las cargas virales se correlacionaron con los casos nuevos con un rezago de alrededor de tres semanas, comportándose como indicador adelantado en un contexto de ingresos medios con capacidad diagnóstica restringida (L41).",Sangsanont_2022,OK,Correlación más fuerte con casos nuevos diarios a 22-24 días de rezago en Bangkok.
INTROB-MP-01,Muestreo pasivo en aguas residuales,"El muestreo pasivo coloca un dispositivo en el flujo por un periodo definido para acumular material; emplea medios de adsorción sencillos (hisopos, gasa, tampones de algodón), no requiere equipos automáticos y es alternativa para sitios con limitaciones de presupuesto (L45).",Parkins_2023,OK,"El muestreo pasivo usa medios de adsorción simples (Moore swab de algodón, gasa o tampones) y es más barato y simple que el automático."
INTROB-MP-02,Muestreo pasivo en aguas residuales,"Roldán-Hernández et al. observaron que las concentraciones de ARN en la fracción sólida eran entre tres y cuatro órdenes de magnitud superiores a las de la fase líquida, con coeficientes de partición entre 2000 y 270 000 mL g-1 (L45).",RoldanHernandez_2023,OK,El ARN se concentra 3-4 órdenes de magnitud más en sólidos que en líquido; Kp 2000-270 000 mL/g.
INTROB-MP-03,Muestreo pasivo en aguas residuales,"Mejía-Calle aplicó en la PTAR Quitumbe un dispositivo pasivo tipo torpedo impreso en 3D, con membrana de nailon, gasa e hisopos de algodón, expuesto 24 horas en el influente (L47).",MejiaCalle_2024,OK,"Dispositivo torpedo impreso en 3D con membrana de nailon (0,45 um), gasa y torundas de algodón, sumergido 24 h en el influente."
INTROB-MP-04,Muestreo pasivo en aguas residuales,"El muestreo fue semanal, abarcó 47 muestras y representó aguas residuales de once barrios del Distrito Metropolitano de Quito, con un caudal reportado de 75 L/s (L47).",MejiaCalle_2024,OK,"11 barrios del DMQ, muestreo semanal 24 h, 47 muestras, caudal 75 L/s."
INTROB-MP-05,Muestreo pasivo en aguas residuales,"En Quitumbe la baja concentración viral en los componentes individuales obligó a analizarlos de forma combinada, y la secuenciación quedó condicionada por Cq tardíos y por cambios en el rendimiento de los cebadores (L49).",MejiaCalle_2024,OK,"Los componentes (gasa, membrana, hisopo) se probaron por separado pero, por las bajas concentraciones, se combinaron; un linaje no se detectó por primer switching."
