id,refuerzo_pico
INTROA-PRO-06,"PICOC[P: poliovirus (cVDPV2) en aguas residuales / I: vigilancia ambiental en 5 paises / O: circulacion mas amplia por cepas ligadas, contexto Europa 2024] — ""In 2024, circulating vaccine-derived poliovirus type 2 (cVDPV2) was detected in wastewater samples in Finland, Germany, Poland, Spain and the United Kingdom (UK). All strains were genetically linked, but sequence analysis showed high genetic diversity among the strains identified within individual wastewater sites and countries and an unexpected high genetic proximity among isolates from different countries. Taken together these results, with sequential samples having tested positive in various sites, a broader geographic distribution beyond positive sampling sites must be considered."" (Bottcher_2025, p.2)"
INTROA-PRO-07,"PICOC[P: RSV en lactantes vulnerables/aguas residuales / I: monitoreo de aguas residuales y ambiental (WEM) / O: deteccion temprana de la actividad comunitaria de RSV / C: Canada] — ""Such savings were associated with earlier detection of increased community-based RSV activity through WEM, leading to earlier initiation of prophylaxis and therefore extension of the protective window to capture infants in advance who are deemed at high risk of infection"" (Mercier_2025, p.360)"
INTROA-PRO-08,"PICOC[P: SARS-CoV-2 en aguas residuales / I: vigilancia genomica-secuenciacion / O: deteccion de linaje adelantada a la clinica / C: Ecuador] — ""As observed globally, the JN.1 lineage was first detected in wastewater, preceding its appearance in clinical samples by several months. The same phenomenon occurred in our study in Ecuador."" (MejiaCalle_2024, p.51)"
INTROA-PRO-09,"PICOC[P: comunidad conectada a PTAR (WWTP) / I: WBE / O: estimacion de tasas de consumo a escala comunitaria] — ""Wastewater-based epidemiology (WBE) is a rapidly expanding approach that utilizes the concentration of target drugs (or metabolites, or both) in wastewater influent typically from centralized wastewater treatment plants (WWTPs) to back-calculate the community consumption rates of drugs"" (Subedi_2019, p.6)"
INTROB-VBAR-01,"PICOC[P: sewersheds/PTAR / I: diseno y seleccion del punto de muestreo (WBE) / O: define el area y la poblacion representada / C: entorno urbano] — ""The selection of the wastewater treatment plants was done to ensure the aggregate area covered by the sewersheds at each site did not over-bound the cities they would represent"" (Subedi_2019, p.139)"
INTROB-VBAR-02,"PICOC[P: poliovirus / I: vigilancia ambiental / C: detecta circulacion sin casos paraliticos reportados, contexto pais con IPV (Israel)] — ""This is the reason why poliovirus can circulate undetected for long periods of time in countries using inactivated polio vaccine, even in those with high vaccination coverage such as Israel, where widespread circulation of wild type 1 virus imported from Pakistan, in the absence of reported paralytic cases, was identified through environmental surveillance in 2013."" (Klapsa_2022, p.1532)"
INTROB-VBAR-03,"PICOC[P: virus patogenos en aguas residuales / I: secuenciacion/deteccion metagenomica / O: baja cobertura por dominio de material bacteriano en la matriz] — ""This was largely due to the dominance of bacterial material in the extracted nucleic acids from wastewater samples used in this study and the abundance of bacteriophages and plant pathogenic viruses in the viral fraction, a pattern that is common in other metagenomic studies of sewage"" (Child_2023, p.10)"
INTROB-VBAR-04,"PICOC[P: aguas residuales / I: EBAR-WBE, reporte de concentraciones / O: la concentracion aparente se altera por caudal y dilucion / C: clima humedo] — ""A critical consideration in WBE are wastewater flow rates which are key to account for due to the wide variations in influent flows (e.g. wet weather causing dilution)"" (Sims_2020, p.4)"
INTROB-VBAR-05,"PICOC[P: aguas residuales/ARN de virus respiratorios / I: normalizacion por PMMoV / O: corrige diferencias de recuperacion viral y de fuerza fecal] — ""We used PMMoV RNA concentrations to normalize respiratory virus RNA concentrations. PMMoV is an indigenous wastewater virus which corrects for differences in virus recovery and is of dietary origin which controls for differences in wastewater fecal strength"" (Chan_2025, p.986)"
INTROB-VBAR-06,"PICOC[P: aguas residuales agrupadas de la poblacion / I: EBAR-WBE / O: monitoreo de brotes a nivel comunitario en tiempo real] — ""WBE postulates that through the analysis of population pooled wastewater, infectious disease and resistance spread, the emergence of new disease outbreak to the community level can be monitored comprehensively and in real-time"" (Sims_2020, p.1)"
INTROB-IMP-01,"PICOC[P: comunidad via aguas residuales / I: WBE / C: origen en 2001] — ""First proposed in 2001, WBE has been growing as a comprehensive, near real-time, cost-effective, and complementary approach for determining the prevalence of the substance use in a community."" (Subedi_2019, p.10)"
INTROB-IMP-02,"PICOC[P: poliovirus (WPV) en Israel / I: vigilancia ambiental (ES) en alcantarillado / O: deteccion temprana de WPV importado, contexto sistema de alerta] — ""WPV transmission has been documented in Israel, where the ES system has been used since 1988 as an early warning system to detect imported WPV"" (Asghar_2014, p.2)"
INTROB-IMP-03,"PICOC[P: virus patogenos en aguas residuales / I: vigilancia/monitoreo en alcantarillado / O: deteccion de parechovirus, norovirus, astrovirus, hepatitis y Ebola, contexto Israel desde 1989] — ""Poliovirus has been monitored in Israel using sewers since 1989 (63). Other studies have detected viruses and pathogenic bacteria (64), including salmonella (65, 66), coxiella (67), parechovirus (68), norovirus (69), astrovirus (69, 70), hepatitis (71), and most recently Ebola virus (72)."" (Subedi_2019, p.13)"
INTROB-IMP-04,"PICOC[P: aguas residuales/SARS-CoV-2 / I: EBAR-WBS / O: identifica infecciones asintomaticas no observadas por la clinica / C: campus EE.UU.] — ""Campus monitoring confirmed that WBS-measured SARS-CoV-2 correlates with clinical cases, identifies asymptomatic infections that would not otherwise be observed, and identifies outbreaks and hot spots of COVID-19 activity"" (Parkins_2023, p.29)"
INTROB-IMP-05,"PICOC[P: aguas residuales/poliovirus (excrecion fecal) extendido a SARS-CoV-2 / I: EBAR-WBE / O: estimacion de tasas de infeccion comunitaria] — ""WBE has been used to gain insight into community infection rates of non-enveloped viruses including poliovirus, norovirus, and hepatitis A, which are excreted in stool of infected individuals and transmitted via the fecal-oral route. Widespread implementation of WBE since the beginning of the COVID-19 pandemic shows strong associations between SARS-CoV-2 RNA in wastewater"" (Hughes_2022, p.173)"
INTROB-IMP-06,"PICOC[P: SARS-CoV-2 en aguas residuales no tratadas / I: vigilancia WBE / C: Australia / O: deteccion confirmada] — ""First confirmed detection of SARS-CoV-2 in untreated wastewater in Australia: A proof of concept for the wastewater surveillance of COVID-19 in the community"" (Ahmed_2020, p.2)"
INTROB-IMP-07,"PICOC[P: SARS-CoV-2 en aguas residuales / I: RT-qPCR (CDC N1/N2) / C: Paises Bajos (Medema) / O: deteccion] — ""CDC N1, N2 and N3, and E_Sarbeco have been used to detect SARS-CoV-2 in wastewater samples from the Netherlands (Medema et al., 2020) and USA (Wu et al., 2020a)."" (Ahmed_2020, p.7)"
INTROB-IMP-08,"PICOC[P: SARS-CoV-2 en aguas residuales / I: RT-qPCR N1 / O: correlacion fuerte con casos / C: Calgary] — ""We observed a strong correlation between wastewater N1 signals and new daily cases for all WWTPs when analyzed individually"" (Acosta_2022, p.5)"
INTROB-IMP-09,"PICOC[P: SARS-CoV-2 en aguas residuales / I: vigilancia (tasas y cargas virales) / O: correlacion con rezago de 22-24 dias (indicador adelantado) / C: Bangkok] — ""Wastewater surveillance (both positive rates and viral loads) showed strongest correlation with daily new COVID-19 cases at 22-24 days lag (Spearman's Rho = 0.85-1.00)."" (Sangsanont_2022, p.1)"
INTROB-MP-01,"PICOC[P: aguas residuales / I: muestreo pasivo (dispositivo dejado en el flujo por un periodo, sin intervencion activa), mas simple que el convencional / C: Quito, Ecuador] — ""a passive sampling approach was implemented, consisting of using devices placed directly in the water flow for an extended period to collect a representative sample of the virus's behavior over time, without the need for active intervention or frequent collection."" (MejiaCalle_2024, p.10)"
INTROB-MP-02,"PICOC[P: aguas residuales/ARN de RSV y SARS-CoV-2 / I: particion solido-liquido / O: solidos 3-4 ordenes de magnitud mayores; KF 2000-270000 mL/g] — ""In both experiments, RNA concentrations were higher in the solid fraction than the liquid fraction by approximately 3-4 orders of magnitude. Partition coefficients (KF) ranged from 2000-270,000 mL g-1 across viruses and temperature conditions"" (RoldanHernandez_2023, p.13346)"
INTROB-MP-03,"PICOC[P: aguas residuales PTAR Quitumbe / I: dispositivo pasivo tipo torpedo (membrana de nailon, gasa, hisopo) / C: Quitumbe] — ""The device was equipped with a nylon membrane (0.45 um pore size), gauze, cotton swabs, and a metal rod to ensure that it remained fully submerged in the wastewater, thus ensuring the collection of a representative sample."" (MejiaCalle_2024, p.30)"
INTROB-MP-04,"PICOC[P: aguas residuales de once barrios del DMQ / I: muestreo pasivo semanal, 47 muestras, 75 L/s / C: PTAR Quitumbe] — ""The samplers were immersed for 24 hours once a week in the incoming wastewater at the Quitumbe WWTP, where the flow rate is 75 L/s. Before any treatment was applied, a single weekly sample was taken, resulting in a total of 47 samples throughout the study."" (MejiaCalle_2024, p.32)"
INTROB-MP-05,"PICOC[P: aguas residuales Quitumbe / I: concentracion y secuenciacion / O: analisis combinado forzado por baja concentracion viral] — ""However, due to the low concentrations obtained from the individual samples, it was decided to pool the samples collected on the same date, for later the final RNA concentration analysis."" (MejiaCalle_2024, p.33)"
