id,refuerzo_pico
INTROC-RSV-04,"PICOC[P: RSV en menores de cinco años a escala global; O: mortalidad anual] — ""It is estimated that over 100,000 deaths of children under the age of five are attributed to RSV annually globally"" (Zambrana_2024, p.1)"
INTROC-RSV-05,"PICOC[I: inmunoprofilaxis pasiva (anticuerpos monoclonales); O/C: éxito depende de alinear con la circulación comunitaria del virus] — ""In most countries, RSV exhibits a seasonal pattern; hence, maximizing the success of immunoprophylaxis with RSV monoclonal antibodies is dependent upon deployment programs being accurately aligned with the onset of community RSV prevalence."" (Mercier_2025, p.3)"
INTROC-RSV-06,"PICOC[P: RSV en sólidos sedimentados; I: cuantificación; O/C: asociación con positividad clínica, Kendall tau 0.65-0.77] — ""We further show that its concentration in settled solids is strongly associated (Kendalls tau = 0.65−0.77, p < 10−7) with clinical positivity rates for RSV at sentinel laboratories across the state in 2021, a year with anomalous seasonal trends of RSV disease."" (Hughes_2022, p.1)"
INTROC-RSV-07,"PICOC[P: RSV en sólidos de aguas residuales, 176 sitios EEUU; I: medición temporada 2022-2023; C: vs positividad y hospitalización] — ""We measured RSV RNA concentrations in wastewater solids from 176 sites during the 2022−2023 RSV season and compared those to publicly available RSV infection positivity and hospitalization rates."" (Zulli_2024, p.1)"
INTROC-RSV-08,"PICOC[P: RSV, vigilancia nacional Finlandia; I: RT-qPCR; O: correlación 0.412-0.865; C: umbral >4 casos/100.000/semana detectado en todas las muestras] — ""Respiratory syncytial virus wastewater data were positively correlated with the National Infectious Diseases Register-based sampling week incidence (correlation coefficient, CC min = 0.412, max = 0.865) and the four-week cumulative incidence (CC min = 0.482, max = 0.814), showing the potential of wastewater-based surveillance in estimating the course of epidemics. When the register-based incidence of respiratory syncytial virus was at least four cases/100,000 persons/sampling week, it was detected in all wastewater samples."" (Lansivaara_2024, p.1)"
INTROC-RSV-09,"PICOC[P: aislados clínicos y aguas residuales; I: amplificación y secuenciación Oxford Nanopore, pipeline RSVTyper con selección automática de referencia y asignación de subtipo/clado] — ""243 RSV isolates from 2008 to 2025 and wastewater samples from 2023/2024 were amplified in a multiplex tiling PCR with specific primers, generating 39 amplicons ~ 550 bp in length, and sequenced with Oxford Nanopore Technologies. Sequencing reads of patient isolates were analyzed with the RSVTyper pipeline, a tailored analysis pipeline including automatic reference selection, consensus sequence generation and clade assignment via Nextclade."" (Le_2025, p.1)"
INTROC-RSV-10,"PICOC[P: subgrupos RSV-A/B en sólidos de aguas residuales; I: proporción RSV-A/RSV total (PA,WW); C: análisis temporal, espacial y frente a muestras clínicas] — ""We determined the predominant subtype for each group using the proportion of RSV A to total RSV (RSV A + RSV B) in each wastewater sample (PA,WW) and conducted a comparative analysis temporally, spatially, and against clinical specimens."" (Zambrana_2024, p.1)"
INTROC-RSV-11,"PICOC[C: entorno LMIC; O: subrepresentación de datos genómicos de RSV] — ""More than 90% of RSV related childhood mortality occur in low- and middle-income countries (LMICs), however only 14.8% of publicly available RSV sequences were from patients recruited in LMICs."" (Le_2025, p.8)"
INTROC-ENT-01,"PICOC[P:enterovirus/Picornaviridae; I:clasificación; O:>110 tipos humanos] — ""Enteroviruses (EVs) are members of the Picornaviridae family, with over 110 types known to infect humans, belonging to species A–D."" (Bubba_2023, p.1)"
INTROC-ENT-02,"PICOC[P:poliovirus; I:caracterización genómica/estructural; O:genoma ~7500 nt y cápside de 60 protómeros VP1-VP4] — ""The viral genome of poliovirus consists of a single RNA strand of positive polarity of about 7500 nucleotides in length containing the coding sequences for structural and nonstructural viral proteins flanked by 5′ and 3′ noncoding sequences that modulate RNA replication and translation. The virus particle consists of 60 protomers each containing a single copy of each of the four capsid proteins (VP1 to VP4) arranged in icosahedral symmetry."" (Martin_2016, p.6)"
INTROC-ENT-03,"PICOC[P:poliovirus/infección; I:vigilancia ambiental; C:vs clínica; O:parálisis <0.5%, >90% asintomática] — ""Polioviruses are enteric viruses that cause paralytic poliomyelitis in less than 0.5 % of infections and are asymptomatic in >90 % infections of naïve hosts. Environmental surveillance monitors polio in populations rather than in individuals."" (Martin_2016, p.68)"
INTROC-ENT-04,"PICOC[P:heces/aguas residuales, poliovirus; I:muestreo concurrente; C:heces vs aguas; O:heces hasta sem 7, aguas hasta sem 15] — ""Poliovirus was isolated from children through week 7, suggesting that viral shedding reached undetectable levels between weeks 8 and 14. The last virus-positive wastewater sample was collected during week 15."" (MasLago_2003, p.1)"
INTROC-ENT-05,"PICOC[P:VDPV/OPV Sabin; I:detección por vigilancia ambiental; O:reversiones genéticas múltiples y transmisión sostenida; C:cobertura vacunal subóptima] — ""ES can also assist in the detection of vaccine-derived polioviruses (VDPVs); such strains, although rare, arise from multiple genetic reversions and sustained transmission over time of the attenuated polioviruses found in oral poliovirus vaccine (OPV), especially in areas with suboptimal vaccine coverage [8]."" (Asghar_2014, p.2)"
INTROC-ENT-06,"PICOC[P:VDPV/Sabin; I:secuenciación VP1; C:Sabin-like (<1%) vs VDPV (1–15%); O:clasificación por % de diferencia] — ""VDPVs are defined as viruses with a 1 to 15% nucleotide sequence difference within the VP1 region compared to the parental Sabin vaccine strain of the same type (11, 29). Viral isolates that display <1% nucleotide sequence difference from the parental vaccine strain are defined as vaccine- or Sabin-like (SL)."" (Zurbriggen_2008, p.2)"
INTROC-ENT-07,"PICOC[P:aguas residuales/poliovirus Sabin-like; I:aislamiento y RT-PCR; O:62 aislamientos en 20/174 muestras (Zúrich, 2004–2006); C:país IPV] — ""A total of 20 out of 174 (11.5%) wastewater samples were positive for any poliovirus isolation and resulted in recovery of 62 poliovirus strains, namely, 46 from 2004 to 2005 and 16 in 2006 (Table 2)."" (Zurbriggen_2008, p.3)"
INTROC-ENT-08,"PICOC[P:aguas residuales, poliovirus vacunal (Eslovaquia); I:vigilancia ambiental 1963–2019; O:1015 PV de origen vacunal, sin WPV] — ""Of these, 1062 were PVs, WPVs were not found. We found that 1015 isolated PVs were of vaccine origin, called “Sabin-like” (isolates PV1-SL 285, PV2-SL 293, PV3-SL 257)."" (Kissova_2022, p.4)"
INTROC-ENT-09,"PICOC[P:alcantarillado de Londres, PV2 Sabin; I:vigilancia ambiental/secuenciación; O:118 aislamientos ligados (Feb–Jul 2022); C:VDPV emergente] — ""118 genetically linked poliovirus isolates related to the serotype 2 Sabin vaccine strain were detected in 21 of 52 sequential sewage samples collected in London between Feb 8 and July 4, 2022."" (Klapsa_2022, p.1)"
INTROC-ENT-10,"PICOC[P:aguas residuales, cVDPV2; I:vigilancia ambiental 2024; O:detección en 5 países europeos; C:territorios con alta capacidad de vigilancia] — ""In 2024, circulating vaccine-derived poliovirus type 2 (cVDPV2) was detected in wastewater samples in Finland, Germany, Poland, Spain and the United Kingdom (UK)."" (Bottcher_2025, p.1)"
INTROC-ENT-11,"PICOC[P:poliovirus en aguas residuales; I:revisión sistemática de detecciones ambientales; O:26 eventos en 21 países (2013–2025)] — ""This Review includes 26 separate events (appendix p 40) that occurred between 2013 and 2025, across 21 countries representing all six WHO regions."" (Lesenfants_2026, p.2)"
INTROC-ENT-12,"PICOC[P:poliovirus; I:secuenciación de VP1; O:análisis epidemiológico molecular (relaciones genéticas/origen)] — ""In addition, the genetic typing is based on the sequences obtained from the VP1 capsid protein coding region and these sequences can be used for molecular epidemiological analysis besides to the identification of the type of the virus."" (Martin_2016, p.33)"
INTROC-ENT-13,"PICOC[P:VDPV2 en heces; I:DDNS/Nanopore vs flujo tradicional; C:confirmación tradicional vs directa; O:lead time reducido de 35 a 16 días] — ""New VDPV2 outbreaks were confirmed a median of 35 days (27–60) after paralysis onset, which we estimate could be reduced to 16 days by DDNS (9–37)."" (Shaw_2022, p.1)"
