id,subseccion,idea,citas,veredicto,idea_real_fuente
INTROD-Nanopore-02,Nanopore (ONT),En la PTAR Quitumbe permitio asignar linajes de SARS-CoV-2 a partir de muestras pasivas y observar variantes de Omicron en el contexto local,MejiaCalle_2024,OK,Coincide
INTROD-Nanopore-03,Nanopore (ONT),Klapsa generaron secuencias de genoma completo con protocolos Nanopore que establecieron el vinculo genetico entre los aislamientos del alcantarillado de Londres,Klapsa_2022,OK,Coincide
INTROD-Nanopore-04,Nanopore (ONT),Shaw argumentaron su potencial para acortar la confirmacion de brotes,Shaw_2022,OK,Coincide
INTROD-Nanopore-05,Nanopore (ONT),"En RSV, Le recuperaron genomas completos con cobertura alta en muestras de cargas superiores a 10 000 copias/mL",Le_2025,OK,Umbral y unidades exactos confirmados; cobertura alta = >90%
INTROD-Nanopore-06,Nanopore (ONT),"La tasa de error cruda de Nanopore es superior a la de plataformas de lectura corta; el control de calidad, la generacion de consenso y la seleccion de referencias reducen el impacto de esos errores",Dash_2024,OK,Coincide (la 'seleccion adecuada de referencias' queda solo laxamente sostenida por 'compared to reference databases')
INTROD-Nanopore-07,Nanopore (ONT),"En aguas residuales estos pasos cobran mayor peso por la presencia de mezclas virales, ARN fragmentado y cobertura desigual entre amplicones",Child_2023,OK,Coincide (armado de varios pasajes)
INTROD-Variabilidad-01,Variabilidad genetica,En SARS-CoV-2 la vigilancia genomica de aguas residuales identifica variantes prevalentes y estima mezclas de linajes en la comunidad conectada al alcantarillado,Crits_Christoph_2021;Karthikeyan_2022,OK,Karthikeyan sostiene la estimacion de mezclas; Crits-Christoph sostiene la identificacion de variantes prevalentes
INTROD-Variabilidad-02,Variabilidad genetica,En RSV la clasificacion por subgrupos y clados depende de las referencias adecuadas para evitar asignaciones incompletas,Le_2025,OK,Coincide
INTROD-Variabilidad-03,Variabilidad genetica,"En poliovirus la comparacion de VP1 y genomas completos distingue cepas Sabin-like, salvajes y derivadas de vacuna, y reconstruye los vinculos entre eventos de deteccion ambiental",Klapsa_2022;Bottcher_2025,PARCIAL,"VP1 + genoma completo y la reconstruccion de vinculos entre detecciones estan soportados; la distincion de la cepa 'salvaje' NO se demuestra (los datos de Bottcher y Klapsa son cVDPV2, el poliovirus salvaje aparece solo como contexto de fondo)"
INTROD-Variabilidad-04,Variabilidad genetica,"Su valor epidemiologico depende de criterios explicitos de cobertura, profundidad, calidad de lectura y abundancia relativa",Parkins_2023;Child_2023,PARCIAL,"De los cuatro criterios, solo 'abundancia relativa' es literal en Parkins; 'profundidad', 'calidad de lectura' y 'cobertura' (de secuenciacion) no aparecen en Parkins ni se enumeran asi en Child"
INTROD-Variabilidad-05,Variabilidad genetica,"La representacion de linajes minoritarios puede alterarse por degradacion del ARN, competencia entre amplicones y eleccion de la referencia, factores que MejiaCalle y Le reconocieron en muestras de baja carga",MejiaCalle_2024;Le_2025,OK,Coincide: ambos reconocen limitaciones en muestras de baja carga
INTROD-Bioinformatica-01,Herramientas bioinformaticas (puente),La bioinformatica aplica metodos computacionales al analisis de secuencias de acidos nucleicos y convierte las lecturas crudas en informacion sobre la identidad y la composicion de los virus,Dash_2024,VAGA,"No existe una frase definitoria de 'bioinformatica' en el libro; hay descripciones funcionales del flujo de analisis. La conversion de lecturas crudas en identidad/composicion es parafrasis, no texto literal"
INTROD-Bioinformatica-02,Herramientas bioinformaticas (puente),"En aguas residuales el analisis afronta mezclas de genomas de distintos individuos, material degradado y cobertura desigual entre regiones",Child_2023,PARCIAL,"Material degradado y cobertura desigual estan literales; 'mezclas de genomas de distintos individuos' solo esta implicito (WBE agrupa poblaciones / 'variant mixtures'), no enunciado asi"
INTROD-Procesamiento-01,Procesamiento de secuencias,"El procesamiento abarca demultiplexado, eliminacion de adaptadores, filtrado por calidad, mapeo contra referencias, generacion de consenso o ensamblaje, con estimacion de la cobertura por posicion",Dash_2024,PARCIAL,"Adaptadores, filtrado de calidad, mapeo, ensamblaje, demultiplexado y consenso estan soportados; 'estimacion de la cobertura por posicion' NO esta literal en el libro"
INTROD-Procesamiento-02,Procesamiento de secuencias,ONT produce lecturas largas y requiere basecalling previo (QC orientado a longitud y error); Illumina genera lecturas cortas y pareadas (QC en calidad por base y emparejamiento de extremos),Dash_2024,PARCIAL,"Basecalling ONT y lecturas cortas Illumina por SBS estan soportados; 'pareadas/paired-end' NO se enuncia literalmente, solo se infiere de la notacion de tabla (2x75-2x300 bp)"
INTROD-Procesamiento-03,Procesamiento de secuencias,"Child, al comparar metagenomica, captura hibrida y PCR dirigida, hallaron diferencias marcadas en la cobertura de virus humanos",Child_2023,OK,Coincide: los tres metodos se comparan y hay diferencias marcadas
INTROD-Procesamiento-04,Procesamiento de secuencias,"El antecedente de Quitumbe reproduce ese limite, pues la estimacion de linajes de SARS-CoV-2 con Freyja solo rindio en las muestras con carga viral alta y amplificacion eficiente",MejiaCalle_2024,PARCIAL,"La tesis asigno linajes a TODAS las muestras secuenciadas, preseleccionadas por Cq bajo; no atribuye a Freyja un requisito de carga alta + amplificacion eficiente"
INTROD-Procesamiento-05,Procesamiento de secuencias,"Comparar entre fechas o patogenos exige registrar los metadatos de cada analisis (fecha, punto de muestreo, metodo de concentracion, controles, valores de Cq, plataforma y version de herramientas)",Parkins_2023,PARCIAL,"El principio general de metadatos y campos como fecha/ubicacion estan soportados; la lista especifica 'metodo de concentracion, controles, Cq, plataforma, version de herramientas' NO figura en la enumeracion de metadatos de Parkins"
INTROD-CaractGenetica-01,Caracterizacion genetica,"Freyja es una herramienta bioinformatica que estima proporciones de variantes de un virus en muestras mixtas, comparando lecturas o consensos con bases de datos de referencia",Karthikeyan_2022,OK,Coincide
INTROD-CaractGenetica-02,Caracterizacion genetica,En la PTAR Quitumbe se uso Freyja para asignar linajes de Omicron a partir de datos ambientales,MejiaCalle_2024,OK,Coincide
INTROD-CaractGenetica-03,Caracterizacion genetica,Crits-Christoph identificaron variantes prevalentes en aguas residuales de la region cuando la cobertura era suficiente en las posiciones informativas del genoma (sitios con mutaciones caracteristicas que distinguen una variante de otra),Crits_Christoph_2021,PARCIAL,"La identificacion de variantes prevalentes de la region cuando hay cobertura suficiente esta soportada, pero Crits-Christoph exige genomas completos (>99%), no cobertura en 'posiciones informativas'; el concepto de sitios diagnosticos/mutaciones definitorias corresponde a Freyja/Karthikeyan, no a este paper"
INTROD-CaractGenetica-04,Caracterizacion genetica,"En RSV, Le desarrollaron RSVTyper, herramienta que genera la deteccion automatica del subgrupo y la seleccion de referencia del virus",Le_2025,OK,Coincide
INTROD-CaractGenetica-05,Caracterizacion genetica,En poliovirus la identificacion se apoya en la diferenciacion intratipica y en la secuenciacion de la region VP1 para reconocer cepas relacionadas o derivadas de vacuna,Asghar_2014;Klapsa_2022,OK,Klapsa sostiene VP1/genoma y vinculo entre aislamientos; la diferenciacion intratipica es metodo central de Asghar (GPEI)
INTROD-CaractGenetica-06,Caracterizacion genetica,"La deteccion de una variante minoritaria se logra mediante cobertura del genoma o regiones diagnosticas, concordancia entre replicas y frecuencia relativa del linaje, para reducir reportes enganosos por error de secuenciacion o contaminacion cruzada",Dash_2024;Child_2023,PARCIAL,"Solo el elemento de 'cobertura de regiones diagnosticas' tiene apoyo en Child; concordancia entre replicas, frecuencia relativa como umbral, error de secuenciacion y contaminacion cruzada NO se discuten como criterios en Child (ni verificado en Dash)"
INTROD-Interpretacion-01,Interpretacion y limitaciones,"Una senal positiva indica presencia de material genetico compatible con el blanco, pero su magnitud varia por la matriz, de modo que las tendencias y comparaciones bajo condiciones similares son mas informativas que las lecturas aisladas",Parkins_2023;Hughes_2022,PARCIAL,"La variacion de magnitud y el enfasis en tendencias estan soportados en Hughes, pero la comparacion explicita 'mas informativas que las lecturas aisladas' no esta enunciada literalmente (es inferencial)"
INTROD-Interpretacion-02,Interpretacion y limitaciones,"Child documentaron que la metagenomica shotgun puede ser insuficiente para recuperar genomas virales sin enriquecimiento previo, y que los metodos dirigidos aumentan la cobertura pero requieren conocimiento previo del genoma",Child_2023,OK,Coincide plenamente
INTROD-Interpretacion-03,Interpretacion y limitaciones,"En la PTAR Quitumbe, las muestras con Cq tardios tuvieron menor exito de secuenciacion y los cambios de cebadores afectaron la asignacion de linajes",MejiaCalle_2024,OK,Coincide
INTROD-Interpretacion-04,Interpretacion y limitaciones,"Una planta de tratamiento representa a una poblacion conectada al alcantarillado, con variaciones por movilidad, cobertura de red y aportes no domesticos; los datos ambientales evidencian circulacion y tendencias, mientras la atribucion a barrios o grupos requiere disenos y metadatos adicionales",Parkins_2023;Sims_2020,OK,"Bien soportado por Parkins (senal comunitaria integrada, aportes no domesticos, necesidad de zoom-in/diseno); Sims respalda la poblacion agrupada conectada"
